ds,method,split_number,normalized
12_real_estate,LightGBM,8,0.7869833721576734
12_real_estate,LightGBM,9,0.6838175760775215
12_real_estate,CatBoost,0,0.7938655693289766
12_real_estate,CatBoost,1,0.5795784225783519
12_real_estate,CatBoost,2,0.877859173182465
12_real_estate,CatBoost,3,0.9172925630619971
12_real_estate,CatBoost,4,0.6894272564054205
12_real_estate,CatBoost,5,1.0
12_real_estate,CatBoost,6,0.6288074797495551
12_real_estate,CatBoost,7,0.9152377325078679
12_real_estate,CatBoost,8,0.6961408784492453
12_real_estate,CatBoost,9,0.8360271604538583
12_real_estate,TabPFNReg,0,0.922560081672783
12_real_estate,TabPFNReg,1,0.8879037922787043
12_real_estate,TabPFNReg,2,0.7914298811162592
12_real_estate,TabPFNReg,3,0.8558822604841549
12_real_estate,TabPFNReg,4,1.0
12_real_estate,TabPFNReg,5,0.7292595546615404
12_real_estate,TabPFNReg,6,0.5674175343952168
12_real_estate,TabPFNReg,7,0.950607764872221
12_real_estate,TabPFNReg,8,1.0
12_real_estate,TabPFNReg,9,0.9237357454763364
13_boston_housing,Linear,0,0.92968755473796
13_boston_housing,Linear,1,0.930219670101776
13_boston_housing,Linear,2,0.9260489289850211
13_boston_housing,Linear,3,0.9356951317164498
13_boston_housing,Linear,4,0.8891822959266025
13_boston_housing,Linear,5,0.9995853209629666
13_boston_housing,Linear,6,0.9231540335497312
13_boston_housing,Linear,7,0.9497252666751761
13_boston_housing,Linear,8,0.9472570655627843
13_boston_housing,Linear,9,0.9392635126204066
13_boston_housing,Ridge,0,0.9295943954914575
13_boston_housing,Ridge,1,0.9302514477159762
13_boston_housing,Ridge,2,0.9260170810420333
13_boston_housing,Ridge,3,0.935590212405257
13_boston_housing,Ridge,4,0.8893015921067331
13_boston_housing,Ridge,5,0.9996230356066316
13_boston_housing,Ridge,6,0.9233353124720678
13_boston_housing,Ridge,7,0.9496523292945
13_boston_housing,Ridge,8,0.947339112141836
13_boston_housing,Ridge,9,0.9392180145596444
13_boston_housing,Lasso,0,0.9296872793194756
13_boston_housing,Lasso,1,0.9302194518567992
13_boston_housing,Lasso,2,0.9260484255688027
13_boston_housing,Lasso,3,0.9356946481106974
13_boston_housing,Lasso,4,0.889179959484862
13_boston_housing,Lasso,5,0.9995853399443162
13_boston_housing,Lasso,6,0.9231551978150718
13_boston_housing,Lasso,7,0.9497252697939786
13_boston_housing,Lasso,8,0.9472576348987238
13_boston_housing,Lasso,9,0.9392636996538368
13_boston_housing,ElasticNet,0,0.904347881105956
13_boston_housing,ElasticNet,1,0.9252810877270465
13_boston_housing,ElasticNet,2,0.9134685370234418
13_boston_housing,ElasticNet,3,0.905944575286793
13_boston_housing,ElasticNet,4,0.8995219969830217
13_boston_housing,ElasticNet,5,0.9896887804439584
13_boston_housing,ElasticNet,6,0.9353164910374346
13_boston_housing,ElasticNet,7,0.9258650972901329
13_boston_housing,ElasticNet,8,0.9471887697128609
13_boston_housing,ElasticNet,9,0.918863219323697
13_boston_housing,KNN,0,0.96886708211246
13_boston_housing,KNN,1,0.9852408424613349
13_boston_housing,KNN,2,0.9870761678405532
13_boston_housing,KNN,3,0.9975670874992854
13_boston_housing,KNN,4,0.9713053187207289
13_boston_housing,KNN,5,0.9836003474221893
13_boston_housing,KNN,6,0.9877848840964969
13_boston_housing,KNN,7,0.9937281454207725
13_boston_housing,KNN,8,0.969069830223462
13_boston_housing,KNN,9,1.0
13_boston_housing,RandomForest,0,0.9852837156980114
13_boston_housing,RandomForest,1,0.9951302285093285
13_boston_housing,RandomForest,2,0.9915759370759086
13_boston_housing,RandomForest,3,0.9741719155412432
13_boston_housing,RandomForest,4,0.9735686064032152
13_boston_housing,RandomForest,5,0.9916334962686357
13_boston_housing,RandomForest,6,0.9916141798660613
13_boston_housing,RandomForest,7,0.9820744529350658
13_boston_housing,RandomForest,8,0.9848472331548567
13_boston_housing,RandomForest,9,0.9819289589358235
13_boston_housing,SVR,0,0.7277091995922664
13_boston_housing,SVR,1,0.7975851261552247
13_boston_housing,SVR,2,0.7583984329216947
13_boston_housing,SVR,3,0.6965672864167247
13_boston_housing,SVR,4,0.7577203336817977
13_boston_housing,SVR,5,0.8009826153772717
13_boston_housing,SVR,6,0.7585516504767639
13_boston_housing,SVR,7,0.7401198070162047
13_boston_housing,SVR,8,0.7778115593746212
13_boston_housing,SVR,9,0.7359572742694752
13_boston_housing,MLP,0,0.0
13_boston_housing,MLP,1,0.0
13_boston_housing,MLP,2,0.0
13_boston_housing,MLP,3,0.0
13_boston_housing,MLP,4,0.0
13_boston_housing,MLP,5,0.0
13_boston_housing,MLP,6,0.0
13_boston_housing,MLP,7,0.0
13_boston_housing,MLP,8,0.0
13_boston_housing,MLP,9,0.0
13_boston_housing,XGBoost,0,0.9794338845846238
13_boston_housing,XGBoost,1,0.9417370853980893
13_boston_housing,XGBoost,2,0.9876234402899142
13_boston_housing,XGBoost,3,0.9618057672727194
13_boston_housing,XGBoost,4,0.9686493043003817
13_boston_housing,XGBoost,5,0.9732984343026845
13_boston_housing,XGBoost,6,0.9878820479134547
13_boston_housing,XGBoost,7,0.958338903950324
13_boston_housing,XGBoost,8,0.9806349577866916
13_boston_housing,XGBoost,9,0.9512374298437762
13_boston_housing,LightGBM,0,0.9754627415516751
13_boston_housing,LightGBM,1,0.986601220733168
13_boston_housing,LightGBM,2,0.9929920545150588
13_boston_housing,LightGBM,3,0.9467937331668617
13_boston_housing,LightGBM,4,0.9876914707172759
13_boston_housing,LightGBM,5,0.9887428934842812
13_boston_housing,LightGBM,6,0.9998113048455692
13_boston_housing,LightGBM,7,0.9698764570999907
13_boston_housing,LightGBM,8,0.97996787111414
13_boston_housing,LightGBM,9,0.9823155498460573
13_boston_housing,CatBoost,0,1.0
13_boston_housing,CatBoost,1,0.9786052865197719
13_boston_housing,CatBoost,2,0.9957590787641163
13_boston_housing,CatBoost,3,0.9944377283895834
13_boston_housing,CatBoost,4,0.9811785030274532
13_boston_housing,CatBoost,5,0.9880189566419453
13_boston_housing,CatBoost,6,1.0
13_boston_housing,CatBoost,7,0.983504642463546
13_boston_housing,CatBoost,8,0.9830598586201164
13_boston_housing,CatBoost,9,0.9815124847530697
13_boston_housing,TabPFNReg,0,0.9889866532412125
13_boston_housing,TabPFNReg,1,1.0
13_boston_housing,TabPFNReg,2,1.0
13_boston_housing,TabPFNReg,3,1.0
13_boston_housing,TabPFNReg,4,1.0
13_boston_housing,TabPFNReg,5,1.0
13_boston_housing,TabPFNReg,6,0.9979172573203425
13_boston_housing,TabPFNReg,7,1.0
13_boston_housing,TabPFNReg,8,1.0
13_boston_housing,TabPFNReg,9,0.995356799711459
14_house_prices,Linear,0,1.0
14_house_prices,Linear,1,0.999997797299724
14_house_prices,Linear,2,1.0
14_house_prices,Linear,3,1.0
14_house_prices,Linear,4,0.9999993019483172
14_house_prices,Linear,5,0.9999998277274139
14_house_prices,Linear,6,0.9999943129028904
14_house_prices,Linear,7,1.0
14_house_prices,Linear,8,0.9999985171045535
14_house_prices,Linear,9,0.99999763891751
14_house_prices,Ridge,0,0.9999972622751896
14_house_prices,Ridge,1,1.0
14_house_prices,Ridge,2,0.9999978330886148
14_house_prices,Ridge,3,0.9999998496865392
14_house_prices,Ridge,4,1.0
14_house_prices,Ridge,5,0.9999999854808478
14_house_prices,Ridge,6,0.9999954029470195
14_house_prices,Ridge,7,0.999996836092861
14_house_prices,Ridge,8,1.0
14_house_prices,Ridge,9,1.0
14_house_prices,Lasso,0,0.9999996315966209
14_house_prices,Lasso,1,0.9999982451877194
14_house_prices,Lasso,2,0.9999995150960439
14_house_prices,Lasso,3,0.999999975577218
14_house_prices,Lasso,4,0.9999994194663865
14_house_prices,Lasso,5,1.0
14_house_prices,Lasso,6,0.9999944843611435
14_house_prices,Lasso,7,0.9999994285909001
14_house_prices,Lasso,8,0.9999986325316874
14_house_prices,Lasso,9,0.9999980285995904
14_house_prices,ElasticNet,0,0.892767405595261
14_house_prices,ElasticNet,1,0.9019710379425456
14_house_prices,ElasticNet,2,0.8913950895884136
14_house_prices,ElasticNet,3,0.9020560633772217
14_house_prices,ElasticNet,4,0.8977165599794874
14_house_prices,ElasticNet,5,0.9028194147538925
14_house_prices,ElasticNet,6,0.9020733097053197
14_house_prices,ElasticNet,7,0.8973228392609887
14_house_prices,ElasticNet,8,0.9018348260648771
14_house_prices,ElasticNet,9,0.896667890248627
14_house_prices,KNN,0,0.9801914994134527
14_house_prices,KNN,1,0.9802699026163657
14_house_prices,KNN,2,0.975580746249346
14_house_prices,KNN,3,0.9799366164990719
14_house_prices,KNN,4,0.9819433958822052
14_house_prices,KNN,5,0.9831658304871028
14_house_prices,KNN,6,0.9819510117649793
14_house_prices,KNN,7,0.9814458188251228
14_house_prices,KNN,8,0.9807302911393716
14_house_prices,KNN,9,0.979504954267226
14_house_prices,RandomForest,0,0.9841436924098842
14_house_prices,RandomForest,1,0.9862351938308631
14_house_prices,RandomForest,2,0.9826261475963568
14_house_prices,RandomForest,3,0.9827955625195417
14_house_prices,RandomForest,4,0.9872609915702327
14_house_prices,RandomForest,5,0.9843771313612336
14_house_prices,RandomForest,6,0.986082474284664
14_house_prices,RandomForest,7,0.9860967618511036
14_house_prices,RandomForest,8,0.9827176713702359
14_house_prices,RandomForest,9,0.985672897694185
14_house_prices,SVR,0,0.5581549670620095
14_house_prices,SVR,1,0.5659623511745207
14_house_prices,SVR,2,0.5486770703899846
14_house_prices,SVR,3,0.5748601919199008
14_house_prices,SVR,4,0.557038697353923
14_house_prices,SVR,5,0.5766649292067407
14_house_prices,SVR,6,0.5656949566426899
14_house_prices,SVR,7,0.5695511751790026
14_house_prices,SVR,8,0.567819899024895
14_house_prices,SVR,9,0.5520812639725764
14_house_prices,MLP,0,0.0
14_house_prices,MLP,1,0.0
14_house_prices,MLP,2,0.0
14_house_prices,MLP,3,0.0
14_house_prices,MLP,4,0.0
14_house_prices,MLP,5,0.0
14_house_prices,MLP,6,0.0
14_house_prices,MLP,7,0.0
14_house_prices,MLP,8,0.0
14_house_prices,MLP,9,0.0
14_house_prices,XGBoost,0,0.983512289128316
14_house_prices,XGBoost,1,0.9835794645887663
14_house_prices,XGBoost,2,0.9839429327380771
14_house_prices,XGBoost,3,0.9823481606863398
14_house_prices,XGBoost,4,0.984923151694841
14_house_prices,XGBoost,5,0.9826146937456418
14_house_prices,XGBoost,6,0.984725317569036
14_house_prices,XGBoost,7,0.9839049362855498
14_house_prices,XGBoost,8,0.9859036585254612
14_house_prices,XGBoost,9,0.9857933636227197
14_house_prices,LightGBM,0,0.9914018350855134
14_house_prices,LightGBM,1,0.9912543323765493
14_house_prices,LightGBM,2,0.9922465459459239
14_house_prices,LightGBM,3,0.9908153339915238
14_house_prices,LightGBM,4,0.9913950283565223
14_house_prices,LightGBM,5,0.9899750265369848
14_house_prices,LightGBM,6,0.9920513822124474
14_house_prices,LightGBM,7,0.9939095796424285
14_house_prices,LightGBM,8,0.991554470784002
14_house_prices,LightGBM,9,0.994619658379586
14_house_prices,CatBoost,0,0.9954529686455007
14_house_prices,CatBoost,1,0.9967549425487534
14_house_prices,CatBoost,2,0.9955285687628955
14_house_prices,CatBoost,3,0.9971601096888004
14_house_prices,CatBoost,4,0.995953561813599
14_house_prices,CatBoost,5,0.9948646625901197
14_house_prices,CatBoost,6,0.9969130402878735
14_house_prices,CatBoost,7,0.9968664153366806
14_house_prices,CatBoost,8,0.9960310892922865
14_house_prices,CatBoost,9,0.9970397095579534
14_house_prices,TabPFNReg,0,0.9993703832869281
14_house_prices,TabPFNReg,1,0.9995552079273607
14_house_prices,TabPFNReg,2,0.9995552202278587
14_house_prices,TabPFNReg,3,0.9990726187203033
14_house_prices,TabPFNReg,4,0.9996404844758172
14_house_prices,TabPFNReg,5,0.9994141491321841
14_house_prices,TabPFNReg,6,1.0
14_house_prices,TabPFNReg,7,0.9999876132332954
14_house_prices,TabPFNReg,8,0.9990669594492833
14_house_prices,TabPFNReg,9,0.9997580191145914
15_ames_housing,Linear,0,0.8043101765049803
15_ames_housing,Linear,1,0.8467386748463002
15_ames_housing,Linear,2,0.8833779433695532
15_ames_housing,Linear,3,0.6120803200616345
15_ames_housing,Linear,4,0.7626334144066261
15_ames_housing,Linear,5,0.8874304670338464
15_ames_housing,Linear,6,0.871663099162194
15_ames_housing,Linear,7,0.6956952025424905
15_ames_housing,Linear,8,0.8759793704469464
15_ames_housing,Linear,9,0.8208216958343911
15_ames_housing,Ridge,0,0.8043798041358309
15_ames_housing,Ridge,1,0.8468338923326859
15_ames_housing,Ridge,2,0.8845911423361656
15_ames_housing,Ridge,3,0.6134540913144371
15_ames_housing,Ridge,4,0.7728845851343304
15_ames_housing,Ridge,5,0.8874630014141156
15_ames_housing,Ridge,6,0.8718132355739335
15_ames_housing,Ridge,7,0.695654299587281
15_ames_housing,Ridge,8,0.876056381750566
15_ames_housing,Ridge,9,0.8217788675960763
15_ames_housing,Lasso,0,0.8043415824565774
15_ames_housing,Lasso,1,0.8467492460997615
15_ames_housing,Lasso,2,0.8835053967470945
15_ames_housing,Lasso,3,0.6127344484462938
15_ames_housing,Lasso,4,0.7630245453090196
15_ames_housing,Lasso,5,0.8874344892624814
15_ames_housing,Lasso,6,0.8717902335604417
15_ames_housing,Lasso,7,0.6957894636675956
15_ames_housing,Lasso,8,0.8760364394501263
15_ames_housing,Lasso,9,0.8210203298010905
15_ames_housing,ElasticNet,0,0.8104696817020223
15_ames_housing,ElasticNet,1,0.8148157792992234
15_ames_housing,ElasticNet,2,0.8496148678494027
15_ames_housing,ElasticNet,3,0.6511400097152806
15_ames_housing,ElasticNet,4,0.8186989247141117
15_ames_housing,ElasticNet,5,0.8355530042084999
15_ames_housing,ElasticNet,6,0.8673107976243135
15_ames_housing,ElasticNet,7,0.6989540309571649
15_ames_housing,ElasticNet,8,0.8616991905061517
15_ames_housing,ElasticNet,9,0.8252147860758313
15_ames_housing,KNN,0,0.7958300856712174
15_ames_housing,KNN,1,0.7272874958348918
15_ames_housing,KNN,2,0.7234723820671489
15_ames_housing,KNN,3,0.6018957115279409
15_ames_housing,KNN,4,0.7579049086470775
15_ames_housing,KNN,5,0.7558570134459268
15_ames_housing,KNN,6,0.7588870764127142
15_ames_housing,KNN,7,0.7197025806916864
15_ames_housing,KNN,8,0.7561198835922531
15_ames_housing,KNN,9,0.737284280261507
15_ames_housing,RandomForest,0,0.9199722190430657
15_ames_housing,RandomForest,1,0.905787773204201
15_ames_housing,RandomForest,2,0.9118753832014947
15_ames_housing,RandomForest,3,0.9418570231201813
15_ames_housing,RandomForest,4,0.8854379669915744
15_ames_housing,RandomForest,5,0.9128117369711917
15_ames_housing,RandomForest,6,0.8570205961882578
15_ames_housing,RandomForest,7,0.9036872623112612
15_ames_housing,RandomForest,8,0.8816820432277329
15_ames_housing,RandomForest,9,0.8840699068924852
15_ames_housing,SVR,0,0.0
15_ames_housing,SVR,1,0.0
15_ames_housing,SVR,2,0.0
15_ames_housing,SVR,3,0.0
15_ames_housing,SVR,4,0.0
15_ames_housing,SVR,5,0.0
15_ames_housing,SVR,6,0.0
15_ames_housing,SVR,7,0.0
15_ames_housing,SVR,8,0.0
15_ames_housing,SVR,9,0.0
15_ames_housing,MLP,0,0.4717568774782912
15_ames_housing,MLP,1,0.4586128936468392
15_ames_housing,MLP,2,0.4632557929242165
15_ames_housing,MLP,3,0.4401394307022055
15_ames_housing,MLP,4,0.4473549609167746
15_ames_housing,MLP,5,0.4398404134433245
15_ames_housing,MLP,6,0.439614850703847
15_ames_housing,MLP,7,0.4820940029644273
15_ames_housing,MLP,8,0.47997331167901114
15_ames_housing,MLP,9,0.4638545204738168
15_ames_housing,XGBoost,0,0.9808358101170711
15_ames_housing,XGBoost,1,0.9140812150831884
15_ames_housing,XGBoost,2,0.916801768250628
15_ames_housing,XGBoost,3,0.9394604025289015
15_ames_housing,XGBoost,4,0.9096415177140674
15_ames_housing,XGBoost,5,0.9538410840528222
15_ames_housing,XGBoost,6,0.861299690685037
15_ames_housing,XGBoost,7,0.9126375106115316
15_ames_housing,XGBoost,8,0.903179785897146
15_ames_housing,XGBoost,9,0.9115887931506714
15_ames_housing,LightGBM,0,0.8715033006113688
15_ames_housing,LightGBM,1,0.9316693867944962
15_ames_housing,LightGBM,2,0.9733111460910328
15_ames_housing,LightGBM,3,0.9436753080485462
15_ames_housing,LightGBM,4,0.9065689114795824
15_ames_housing,LightGBM,5,0.9515638452155558
15_ames_housing,LightGBM,6,0.923841222796939
15_ames_housing,LightGBM,7,0.9044796568818352
15_ames_housing,LightGBM,8,0.9298991816110547
15_ames_housing,LightGBM,9,0.9243152125632396
15_ames_housing,CatBoost,0,1.0
15_ames_housing,CatBoost,1,0.9619255636419927
15_ames_housing,CatBoost,2,0.9664036885130951
15_ames_housing,CatBoost,3,0.9468023711623066
15_ames_housing,CatBoost,4,0.9701843019427375
15_ames_housing,CatBoost,5,1.0
15_ames_housing,CatBoost,6,0.9692034220889605
15_ames_housing,CatBoost,7,0.9734964909649301
15_ames_housing,CatBoost,8,0.9704617188226575
15_ames_housing,CatBoost,9,0.9621994154922962
15_ames_housing,TabPFNReg,0,0.9634033106394017
15_ames_housing,TabPFNReg,1,1.0
15_ames_housing,TabPFNReg,2,1.0
15_ames_housing,TabPFNReg,3,1.0
15_ames_housing,TabPFNReg,4,1.0
15_ames_housing,TabPFNReg,5,0.9996105222805278
15_ames_housing,TabPFNReg,6,1.0
15_ames_housing,TabPFNReg,7,1.0
15_ames_housing,TabPFNReg,8,1.0
15_ames_housing,TabPFNReg,9,1.0
16_mhm,Linear,0,0.6385275658364846
16_mhm,Linear,1,0.6356947163541945
16_mhm,Linear,2,0.5853363046861291
16_mhm,Linear,3,0.11798813948813636
16_mhm,Linear,4,0.6145496283238958
16_mhm,Linear,5,0.6567850255692259
16_mhm,Linear,6,0.5935293084669253
16_mhm,Linear,7,0.6323496182942583
16_mhm,Linear,8,0.6679289157613152
16_mhm,Linear,9,0.6112981141114326
16_mhm,Ridge,0,0.6385221904853233
16_mhm,Ridge,1,0.6356830523623533
16_mhm,Ridge,2,0.5853289413401002
16_mhm,Ridge,3,0.11807028332026048
16_mhm,Ridge,4,0.6145672050112494
16_mhm,Ridge,5,0.6567840062308089
16_mhm,Ridge,6,0.593525933969528
16_mhm,Ridge,7,0.6323636098403884
16_mhm,Ridge,8,0.6679243715928866
16_mhm,Ridge,9,0.6112961165344786
16_mhm,Lasso,0,0.6385275436566511
16_mhm,Lasso,1,0.6356942477818438
16_mhm,Lasso,2,0.585335697059558
16_mhm,Lasso,3,0.11801834304794379
16_mhm,Lasso,4,0.6145504014537904
16_mhm,Lasso,5,0.6567849886235826
16_mhm,Lasso,6,0.5935292335085199
16_mhm,Lasso,7,0.6323502712334865
16_mhm,Lasso,8,0.6679289438125481
16_mhm,Lasso,9,0.6112979237765983
16_mhm,ElasticNet,0,0.5535895487133112
16_mhm,ElasticNet,1,0.5505297721951949
16_mhm,ElasticNet,2,0.5157865994977913
16_mhm,ElasticNet,3,0.21168627598974576
16_mhm,ElasticNet,4,0.5713749152862533
16_mhm,ElasticNet,5,0.5747501716930936
16_mhm,ElasticNet,6,0.5310057920457936
16_mhm,ElasticNet,7,0.5938220361764837
16_mhm,ElasticNet,8,0.5924367223336664
16_mhm,ElasticNet,9,0.5439240423877065
16_mhm,KNN,0,0.5833334304325926
16_mhm,KNN,1,0.4821820478620146
16_mhm,KNN,2,0.5583206699152254
16_mhm,KNN,3,0.5982678085957649
16_mhm,KNN,4,0.5450955298281716
16_mhm,KNN,5,0.5432873880861843
16_mhm,KNN,6,0.6053245515936498
16_mhm,KNN,7,0.5828983960062777
16_mhm,KNN,8,0.5513116807987335
16_mhm,KNN,9,0.5249938899881553
16_mhm,RandomForest,0,0.8578538694678273
16_mhm,RandomForest,1,0.9618894594777354
16_mhm,RandomForest,2,0.9583906935465127
16_mhm,RandomForest,3,0.925052152097278
16_mhm,RandomForest,4,0.9087624246817119
16_mhm,RandomForest,5,0.9241573862130371
16_mhm,RandomForest,6,0.9768904892872028
16_mhm,RandomForest,7,0.8827842349125983
16_mhm,RandomForest,8,0.930063003528862
16_mhm,RandomForest,9,0.9199068770207091
16_mhm,SVR,0,0.10367825995128233
16_mhm,SVR,1,0.09926231238269267
16_mhm,SVR,2,0.09396834361163597
16_mhm,SVR,3,0.18967873884289632
16_mhm,SVR,4,0.16436191113602816
16_mhm,SVR,5,0.1447960380703055
16_mhm,SVR,6,0.12318879127224025
16_mhm,SVR,7,0.20958655037393104
16_mhm,SVR,8,0.16225440352908282
16_mhm,SVR,9,0.09489075944143388
16_mhm,MLP,0,0.0
16_mhm,MLP,1,0.0
16_mhm,MLP,2,0.0
16_mhm,MLP,3,0.0
16_mhm,MLP,4,0.0
16_mhm,MLP,5,0.0
16_mhm,MLP,6,0.0
16_mhm,MLP,7,0.0
16_mhm,MLP,8,0.0
16_mhm,MLP,9,0.0
16_mhm,XGBoost,0,0.9266978936152073
16_mhm,XGBoost,1,0.9524486012672726
16_mhm,XGBoost,2,0.9653867039683264
16_mhm,XGBoost,3,0.9121219441692037
16_mhm,XGBoost,4,0.9441554092288604
16_mhm,XGBoost,5,0.9480803267294846
16_mhm,XGBoost,6,0.9836216497698518
16_mhm,XGBoost,7,0.9156265301219466
16_mhm,XGBoost,8,0.9342116846836389
16_mhm,XGBoost,9,0.9281865165997107
16_mhm,LightGBM,0,0.9573025412180387
16_mhm,LightGBM,1,0.983501952245023
16_mhm,LightGBM,2,0.979616034451302
16_mhm,LightGBM,3,0.9516899265278804
16_mhm,LightGBM,4,0.9611891117842025
16_mhm,LightGBM,5,0.9972685668176051
16_mhm,LightGBM,6,0.9670221564788293
16_mhm,LightGBM,7,0.9410741467897547
16_mhm,LightGBM,8,0.9672390234662808
16_mhm,LightGBM,9,0.9807900872378971
16_mhm,CatBoost,0,0.9705690770047309
16_mhm,CatBoost,1,0.9888187332060551
16_mhm,CatBoost,2,1.0
16_mhm,CatBoost,3,0.9658375878387419
16_mhm,CatBoost,4,0.992100732746317
16_mhm,CatBoost,5,0.9937467127967559
16_mhm,CatBoost,6,0.9833774017365452
16_mhm,CatBoost,7,0.956806850180846
16_mhm,CatBoost,8,0.9754377305104793
16_mhm,CatBoost,9,0.9972310970825204
16_mhm,TabPFNReg,0,1.0
16_mhm,TabPFNReg,1,1.0
16_mhm,TabPFNReg,2,0.9798511729389611
16_mhm,TabPFNReg,3,1.0
16_mhm,TabPFNReg,4,1.0
16_mhm,TabPFNReg,5,1.0
16_mhm,TabPFNReg,6,1.0
16_mhm,TabPFNReg,7,1.0
16_mhm,TabPFNReg,8,1.0
16_mhm,TabPFNReg,9,1.0
17_texas,Linear,0,0.40317842890112987
17_texas,Linear,1,0.9564761021410203
17_texas,Linear,2,0.6646450435528761
17_texas,Linear,3,0.5583172184482472
17_texas,Linear,4,0.8424985587572744
17_texas,Linear,5,0.8761406759490027
17_texas,Linear,6,0.9017145418028578
17_texas,Linear,7,0.7626520476100216
17_texas,Linear,8,0.9677131503191025
17_texas,Linear,9,0.6639424300720544
17_texas,Ridge,0,0.40275210944800865
17_texas,Ridge,1,0.9577040831262925
17_texas,Ridge,2,0.6585662963365688
17_texas,Ridge,3,0.536014801196023
17_texas,Ridge,4,0.848330841468813
17_texas,Ridge,5,0.875459228080846
17_texas,Ridge,6,0.9042519488089751
