Timestamp,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage,Labels
2.499000549,-107,0,0,0,0,0,395,724,3,581,28,1,-175,27044,410,-179,30475,382,0
2.601997375,-107,0,0,0,0,0,395,724,3,581,28,1,-175,27044,410,-179,30475,382,0
2.656997681,-107,0,0,0,0,0,395,724,3,581,28,1,-175,27044,410,-179,30475,382,0
2.700996399,-107,0,0,0,0,0,395,242,1,581,17,1,-582,17384,395,-585,9250,402,0
2.757995605,-107,0,0,0,0,0,395,242,1,581,17,1,-582,17384,395,-585,9250,402,0
2.804000854,-107,0,0,0,0,0,395,242,1,581,17,1,-582,17384,395,-585,9250,402,0
2.92199707,-107,0,0,0,0,0,395,0,0,581,7,1,-816,25813,118,-817,14912,115,0
2.965995789,-107,0,0,0,0,0,395,0,0,581,7,1,-816,25813,118,-817,14912,115,0
3.021995544,-107,0,0,0,0,0,395,0,0,581,7,1,-816,25813,118,-817,14912,115,0
3.084999084,-107,0,0,0,0,0,3,25714,44,581,4,0,-832,153,31,-833,26256,31,0
3.134002686,-107,0,0,0,0,0,3,25714,44,581,4,0,-832,153,31,-833,26256,31,0
3.191001892,-107,0,0,0,0,0,3,25714,44,581,4,0,-832,153,31,-833,26256,31,0
3.257995605,-107,0,0,0,0,0,81,21120,55,581,0,0,-833,23347,29,-833,22245,29,0
3.351997375,-107,0,0,0,0,0,81,21120,55,581,0,0,-833,23347,29,-833,22245,29,0
3.404998779,-107,0,0,0,0,0,81,21120,55,581,0,0,-833,23347,29,-833,22245,29,0
3.458000183,-107,0,0,0,0,0,81,21120,55,581,0,0,-833,23347,29,-833,22245,29,0
3.512001038,-107,0,0,0,0,0,160,22971,56,581,0,0,-833,17209,29,-833,20824,29,0
3.557998657,-107,0,0,0,0,0,160,22971,56,581,0,0,-833,17209,29,-833,20824,29,0
3.658996582,-107,0,0,0,0,0,160,22971,56,581,0,0,-833,17209,29,-833,20824,29,0
3.713996887,-107,0,0,0,0,0,160,22971,56,581,0,0,-833,17209,29,-833,20824,29,0
3.760002136,-107,0,0,0,0,0,160,22971,56,581,0,0,-833,17209,29,-833,20824,29,0
3.818000793,-107,0,0,0,0,0,239,21546,56,581,0,0,-833,18591,29,-833,20157,29,0
3.874000549,-107,0,0,0,0,0,239,21546,56,581,0,0,-833,18591,29,-833,20157,29,0
3.972999573,-107,0,0,0,0,0,239,21546,56,581,0,0,-833,18591,29,-833,20157,29,0
4.017997742,-107,0,0,53,21504,56,317,19656,54,581,0,0,-833,13888,27,-833,15697,27,0
4.081001282,-107,0,0,53,21504,56,317,19656,54,581,0,0,-833,13888,27,-833,15697,27,0
4.125,-107,0,0,53,21504,56,317,19656,54,581,0,0,-833,13888,27,-833,15697,27,0
4.174995422,-107,0,0,133,20900,55,396,18920,55,581,0,0,-833,11042,26,-833,14995,27,0
4.23500061,-107,0,0,133,20900,55,396,18920,55,581,0,0,-833,11042,26,-833,14995,27,0
4.349998474,-107,0,0,133,20900,55,396,18920,55,581,0,0,-833,11042,26,-833,14995,27,0
4.406997681,-107,0,0,212,30318,61,470,2772,22,581,0,0,-833,9820,26,-833,14563,27,0
4.465995789,-107,0,0,212,30318,61,470,2772,22,581,0,0,-833,9820,26,-833,14563,27,0
4.513999939,-107,0,0,212,30318,61,470,2772,22,581,0,0,-833,9820,26,-833,14563,27,0
4.559997559,-107,0,0,212,30318,61,470,2772,22,581,0,0,-833,9820,26,-833,14563,27,0
4.615997314,-107,0,0,291,21945,57,476,72,2,581,0,0,-833,8624,26,-833,24985,29,0
4.664001465,-107,0,0,291,21945,57,476,72,2,581,0,0,-833,8624,26,-833,24985,29,0
4.746002197,-107,0,0,291,21945,57,476,72,2,581,0,0,-833,8624,26,-833,24985,29,0
4.847000122,-107,0,0,291,21945,57,476,72,2,581,0,0,-833,8624,26,-833,24985,29,0
4.902999878,-107,0,0,371,23870,56,476,80,1,581,0,0,-833,7428,24,-833,23869,29,0
4.947998047,-107,0,0,371,23870,56,476,80,1,581,0,0,-833,7428,24,-833,23869,29,0
5.018997192,-107,0,0,371,23870,56,476,80,1,581,0,0,-833,7428,24,-833,23869,29,0
5.069000244,-107,0,0,371,23870,56,476,80,1,581,0,0,-833,7428,24,-833,23869,29,0
5.114997864,-107,0,0,449,25926,58,476,28,1,581,0,0,-833,3616,26,-833,30317,29,0
5.222000122,-107,0,0,449,25926,58,476,28,1,581,0,0,-833,3616,26,-833,30317,29,0
5.279998779,-107,0,0,449,25926,58,476,28,1,581,0,0,-833,3616,26,-833,30317,29,0
5.325996399,-107,0,0,527,24534,58,476,18,1,581,0,0,-833,3544,24,-833,31557,31,0
5.380996704,-107,0,0,527,24534,58,476,18,1,581,0,0,-833,3544,24,-833,31557,31,0
5.427001953,-107,0,0,527,24534,58,476,18,1,581,0,0,-833,3544,24,-833,31557,31,0
5.486000061,-107,0,0,606,21505,55,476,6,1,581,0,0,-833,3544,26,-833,31247,31,0
5.537002563,-107,0,0,606,21505,55,476,6,1,581,0,0,-833,3544,26,-833,31247,31,0
5.641998291,-107,0,0,606,21505,55,476,6,1,581,0,0,-833,3544,26,-833,31247,31,0
5.696998596,-107,0,0,606,21505,55,476,6,1,581,0,0,-833,3544,26,-833,31247,31,0
5.740997314,2,4446,19,685,20664,57,476,2,1,581,0,0,-833,6570,24,-833,30782,31,0
5.79699707,2,4446,19,685,20664,57,476,2,1,581,0,0,-833,6570,24,-833,30782,31,0
5.893997192,2,4446,19,685,20664,57,476,2,1,581,0,0,-833,6570,24,-833,30782,31,0
5.893997192,2,4446,19,685,20664,57,476,2,1,581,0,0,-833,6570,24,-833,30782,31,0
5.983001709,61,21982,57,764,22230,57,476,0,0,581,0,0,-833,4048,24,-833,30162,31,0
6.027999878,61,21982,57,764,22230,57,476,0,0,581,0,0,-833,4048,24,-833,30162,31,0
6.143997192,61,21982,57,764,22230,57,476,0,0,581,0,0,-833,4048,24,-833,30162,31,0
6.166000366,61,21982,57,764,22230,57,476,0,0,581,0,0,-833,4048,24,-833,30162,31,0
6.270996094,135,21546,55,838,21448,56,476,0,0,581,0,0,-833,7116,26,-833,24971,29,0
6.317001343,135,21546,55,838,21448,56,476,0,0,581,0,0,-833,7116,26,-833,24971,29,0
6.372001648,135,21546,55,838,21448,56,476,0,0,581,0,0,-833,7116,26,-833,24971,29,0
6.416999817,215,25422,57,876,244,2,476,0,0,581,0,0,-833,7428,26,-833,22071,29,0
6.519996643,215,25422,57,876,244,2,476,0,0,581,0,0,-833,7428,26,-833,22071,29,0
6.572998047,215,25422,57,876,244,2,476,0,0,581,0,0,-833,7428,26,-833,22071,29,0
6.625,215,25422,57,876,244,2,476,0,0,581,0,0,-833,7428,26,-833,22071,29,0
6.680000305,294,23632,56,877,113,2,476,0,0,581,0,0,-833,7714,24,-833,13591,27,0
6.729995728,294,23632,56,877,113,2,476,0,0,581,0,0,-833,7714,24,-833,13591,27,0
6.832000732,294,23632,56,877,113,2,476,0,0,581,0,0,-833,7714,24,-833,13591,27,0
6.887001038,371,23688,56,877,103,1,476,0,0,581,0,0,-833,7974,26,-833,8442,26,0
6.943000793,371,23688,56,877,103,1,476,0,0,581,0,0,-833,7974,26,-833,8442,26,0
6.996002197,371,23688,56,877,103,1,476,0,0,581,0,0,-833,7974,26,-833,8442,26,0
7.042999268,452,24738,57,877,93,1,476,0,0,581,0,0,-833,8182,24,-833,6258,26,0
7.152999878,452,24738,57,877,93,1,476,0,0,581,0,0,-833,8182,24,-833,6258,26,0
7.196998596,452,24738,57,877,93,1,476,0,0,581,0,0,-833,8182,24,-833,6258,26,0
7.263999939,452,24738,57,877,93,1,476,0,0,581,0,0,-833,8182,24,-833,6258,26,0
7.308998108,530,21330,54,877,76,1,476,0,0,581,0,0,-833,8442,26,-833,3376,27,0
7.355995178,530,21330,54,877,76,1,476,0,0,581,0,0,-833,8442,26,-833,3376,27,0
7.415000916,530,21330,54,877,76,1,476,0,0,581,0,0,-833,8442,26,-833,3376,27,0
7.513999939,586,12502,38,877,58,0,476,0,0,581,0,0,-833,8780,26,-833,7454,26,0
7.572998047,586,12502,38,877,58,0,476,0,0,581,0,0,-833,8780,26,-833,7454,26,0
7.631996155,586,12502,38,877,58,0,476,0,0,581,0,0,-833,8780,26,-833,7454,26,0
7.687995911,586,12502,38,877,58,0,476,0,0,581,0,0,-833,8780,26,-833,7454,26,0
7.736000061,586,12502,38,877,58,0,476,0,0,581,0,0,-833,8780,26,-833,7454,26,0
7.792999268,615,1629,11,877,0,1,476,0,0,581,0,0,-833,9092,24,-833,10108,26,0
7.851997375,615,1629,11,877,0,1,476,0,0,581,0,0,-833,9092,24,-833,10108,26,0
7.950996399,615,1629,11,877,0,1,476,0,0,581,0,0,-833,9092,24,-833,10108,26,0
8.005996704,562,24225,58,877,0,0,476,0,0,581,0,0,-833,6112,26,-833,9092,26,0
8.049995422,562,24225,58,877,0,0,476,0,0,581,0,0,-833,6112,26,-833,9092,26,0
8.102996826,562,24225,58,877,0,0,476,0,0,581,0,0,-833,6112,26,-833,9092,26,0
8.205001831,483,23968,56,877,0,0,476,0,0,581,0,0,-833,6376,26,-833,11674,26,0
8.250999451,483,23968,56,877,0,0,476,0,0,581,0,0,-833,6376,26,-833,11674,26,0
8.307998657,483,23968,56,877,0,0,476,0,0,581,0,0,-833,6376,26,-833,11674,26,0
8.353996277,405,22220,55,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10236,27,0
8.458000183,405,22220,55,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10236,27,0
8.510002136,405,22220,55,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10236,27,0
8.565002441,405,22220,55,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10236,27,0
8.620002747,327,21896,57,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10886,26,0
8.691001892,327,21896,57,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10886,26,0
8.736000061,327,21896,57,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10886,26,0
8.791000366,249,23352,56,0,0,0,476,0,0,581,0,0,-833,9950,26,-833,12646,27,0
8.840995789,249,23352,56,0,0,0,476,0,0,581,0,0,-833,9950,26,-833,12646,27,0
8.950996399,249,23352,56,0,0,0,476,0,0,581,0,0,-833,9950,26,-833,12646,27,0
9.005996704,249,23352,56,0,0,0,476,0,0,581,0,0,-833,9950,26,-833,12646,27,0
9.049995422,249,23352,56,0,0,0,476,0,0,581,0,0,-833,9950,26,-833,12646,27,0
9.104995728,171,23490,57,-50,21222,54,476,0,0,581,0,0,-833,9976,26,-833,13456,27,0
9.208999634,171,23490,57,-50,21222,54,476,0,0,581,0,0,-833,9976,26,-833,13456,27,0
9.261001587,171,23490,57,-50,21222,54,476,0,0,581,0,0,-833,9976,26,-833,13456,27,0
9.307998657,91,22288,56,-130,21056,55,476,0,0,581,0,0,-833,6856,26,-833,17808,27,0
9.352996826,91,22288,56,-130,21056,55,476,0,0,581,0,0,-833,6856,26,-833,17808,27,0
9.465995789,91,22288,56,-130,21056,55,476,0,0,581,0,0,-833,6856,26,-833,17808,27,0
9.512001038,18,7293,33,-208,22400,57,476,0,0,581,0,1,-833,9950,26,-833,18591,29,0
9.560997009,18,7293,33,-208,22400,57,476,0,0,581,0,1,-833,9950,26,-833,18591,29,0
9.611000061,18,7293,33,-208,22400,57,476,0,0,581,0,1,-833,9950,26,-833,18591,29,0
9.673995972,8,303,3,-286,21924,54,476,0,0,581,0,0,-833,14882,13,-833,21366,14,0
9.769996643,8,303,3,-286,21924,54,476,0,0,581,0,0,-833,14882,13,-833,21366,14,0
9.824996948,8,303,3,-286,21924,54,476,0,0,581,0,0,-833,14882,13,-833,21366,14,0
9.871002197,8,303,3,-286,21924,54,476,0,0,581,0,0,-833,14882,13,-833,21366,14,0
9.919998169,8,303,3,-286,21924,54,476,0,0,581,0,0,-833,14882,13,-833,21366,14,0
9.988998413,8,194,2,-321,399,3,476,0,0,581,0,0,-686,30021,297,-682,13466,299,0
10.04599762,8,194,2,-321,399,3,476,0,0,581,0,0,-686,30021,297,-682,13466,299,0
10.14800262,8,168,2,-321,116,1,476,0,0,581,0,0,-313,19128,427,-307,32069,430,0
10.2029953,8,168,2,-321,116,1,476,0,0,581,0,0,-313,19128,427,-307,32069,430,0
10.24700165,8,168,2,-321,116,1,476,0,0,581,0,0,-313,19128,427,-307,32069,430,0
10.30500031,8,168,2,-321,116,1,476,0,0,581,0,0,-313,19128,427,-307,32069,430,0
10.36299896,8,168,2,-321,116,1,476,0,0,581,0,0,-313,19128,427,-307,32069,430,0
10.41400146,8,124,1,-321,88,1,476,1,1,581,0,1,-32,17598,110,-31,19789,115,0
10.51399994,8,124,1,-321,88,1,476,1,1,581,0,1,-32,17598,110,-31,19789,115,0
10.56999969,8,124,1,-321,88,1,476,1,1,581,0,1,-32,17598,110,-31,19789,115,0
10.625,8,86,2,0,8180,20,476,2,1,581,2,0,0,304,24,0,6064,24,0
10.66999817,8,86,2,0,8180,20,476,2,1,581,2,0,0,304,24,0,6064,24,0
10.72799683,8,86,2,0,8180,20,476,2,1,581,2,0,0,304,24,0,6064,24,0
10.8259964,8,33,1,-72,23688,56,476,2,1,581,0,0,0,3996,26,0,10366,24,0
10.88899994,8,33,1,-72,23688,56,476,2,1,581,0,0,0,3996,26,0,10366,24,0
10.93399811,8,33,1,-72,23688,56,476,2,1,581,0,0,0,3996,26,0,10366,24,0
10.99299622,8,23,1,-151,23352,55,476,0,1,581,0,0,0,2128,24,0,7408,26,0
11.03499603,8,23,1,-151,23352,55,476,0,1,581,0,0,0,2128,24,0,7408,26,0
11.14399719,8,23,1,-151,23352,55,476,0,1,581,0,0,0,2128,24,0,7408,26,0
11.1969986,8,23,1,-151,23352,55,476,0,1,581,0,0,0,2128,24,0,7408,26,0
11.24299622,8,23,1,-151,23352,55,476,0,1,581,0,0,0,2128,24,0,7408,26,0
11.3030014,8,13,0,-234,23296,57,476,0,0,581,0,0,0,5764,26,0,8080,26,0
11.34700012,8,13,0,-234,23296,57,476,0,0,581,0,0,0,5764,26,0,8080,26,0
11.4529953,8,13,0,-234,23296,57,476,0,0,581,0,0,0,5764,26,0,8080,26,0
11.51200104,8,0,0,-313,20832,56,0,56,1,581,0,0,0,6908,26,0,11822,26,0
11.55799866,8,0,0,-313,20832,56,0,56,1,581,0,0,0,6908,26,0,11822,26,0
11.61299896,8,0,0,-313,20832,56,0,56,1,581,0,0,0,6908,26,0,11822,26,0
11.66899872,8,0,0,-391,23520,56,-58,19062,52,581,0,0,0,8442,26,0,11822,26,0
11.76899719,8,0,0,-391,23520,56,-58,19062,52,581,0,0,0,8442,26,0,11822,26,0
11.81299591,8,0,0,-391,23520,56,-58,19062,52,581,0,0,0,8442,26,0,11822,26,0
11.87799835,8,0,0,-391,23520,56,-58,19062,52,581,0,0,0,8442,26,0,11822,26,0
11.93000031,8,0,0,-391,23520,56,-58,19062,52,581,0,0,0,8442,26,0,11822,26,0
11.97499847,8,0,0,-469,21489,56,-137,18816,56,581,0,0,0,12106,26,0,8080,26,0
12.03399658,8,0,0,-469,21489,56,-137,18816,56,581,0,0,0,12106,26,0,8080,26,0
12.10199738,8,0,0,-469,21489,56,-137,18816,56,581,0,0,0,12106,26,0,8080,26,0
12.2029953,8,0,0,-540,5292,27,-214,23199,57,581,0,0,0,17286,27,0,11094,26,0
12.2539978,8,0,0,-540,5292,27,-214,23199,57,581,0,0,0,17286,27,0,11094,26,0
12.31099701,8,0,0,-540,5292,27,-214,23199,57,581,0,0,0,17286,27,0,11094,26,0
12.35499573,8,0,0,-547,100,1,-293,19494,54,581,0,0,0,19287,29,0,10756,24,0
12.41200256,8,0,0,-547,100,1,-293,19494,54,581,0,0,0,19287,29,0,10756,24,0
12.51599884,8,0,0,-547,100,1,-293,19494,54,581,0,0,0,19287,29,0,10756,24,0
12.5739975,8,0,0,-547,100,1,-293,19494,54,581,0,0,0,19287,29,0,10756,24,0
12.6289978,8,0,0,-547,88,1,-371,20748,57,581,0,0,0,24458,29,0,10028,26,0
12.69200134,8,0,0,-547,88,1,-371,20748,57,581,0,0,0,24458,29,0,10028,26,0
12.73799896,8,0,0,-547,88,1,-371,20748,57,581,0,0,0,24458,29,0,10028,26,0
12.83699799,8,0,0,-547,0,1,-448,24304,56,581,0,0,0,22245,29,0,5090,23,0
12.89399719,8,0,0,-547,0,1,-448,24304,56,581,0,0,0,22245,29,0,5090,23,0
12.93799591,8,0,0,-547,0,1,-448,24304,56,581,0,0,0,22245,29,0,5090,23,0
12.99700165,8,0,0,-547,0,0,-527,21112,56,581,0,0,0,22970,31,0,5872,24,0
13.04699707,8,0,0,-547,0,0,-527,21112,56,581,0,0,0,22970,31,0,5872,24,0
13.09999847,8,0,0,-547,0,0,-527,21112,56,581,0,0,0,22970,31,0,5872,24,0
13.14900208,8,0,0,-547,0,0,-527,21112,56,581,0,0,0,22970,31,0,5872,24,0
13.24900055,8,0,0,-547,0,0,-527,21112,56,581,0,0,0,22970,31,0,5872,24,0
13.30699921,8,0,0,-547,0,0,-605,21504,56,581,0,0,0,22970,31,0,5440,24,0
13.36000061,8,0,0,-547,0,0,-605,21504,56,581,0,0,0,22970,31,0,5440,24,0
13.41999817,8,0,0,-547,0,0,-605,21504,56,581,0,0,0,22970,31,0,5440,24,0
13.46699524,8,0,0,-547,0,0,-683,19525,52,-22,23655,56,0,22825,29,0,5008,24,0
13.53099823,8,0,0,-547,0,0,-683,19525,52,-22,23655,56,0,22825,29,0,5008,24,0
13.58699799,8,0,0,-547,0,0,-683,19525,52,-22,23655,56,0,22825,29,0,5008,24,0
13.69100189,8,0,0,-547,0,0,-762,17655,55,-100,22173,57,0,18968,29,0,5008,24,0
13.74700165,8,0,0,-547,0,0,-762,17655,55,-100,22173,57,0,18968,29,0,5008,24,0
13.79100037,8,0,0,-547,0,0,-762,17655,55,-100,22173,57,0,18968,29,0,5008,24,0
13.87999725,8,0,0,-547,0,0,-841,17697,51,-180,23142,57,0,11354,26,0,3434,23,0
13.89800262,8,0,0,-547,0,0,-841,17697,51,-180,23142,57,0,11354,26,0,3434,23,0
13.99900055,8,0,0,-547,0,0,-841,17697,51,-180,23142,57,0,11354,26,0,3434,23,0
14.05400085,8,0,0,-547,0,0,-841,17697,51,-180,23142,57,0,11354,26,0,3434,23,0
14.09799957,8,0,0,-547,0,0,-841,17697,51,-180,23142,57,0,11354,26,0,3434,23,0
14.15499878,8,0,0,-547,0,0,-873,0,0,-257,28768,60,0,8520,26,0,3434,23,0
14.26200104,8,0,0,-547,0,0,-873,0,0,-257,28768,60,0,8520,26,0,3434,23,0
14.31199646,8,0,0,-547,0,0,-873,0,0,-257,28768,60,0,8520,26,0,3434,23,0
14.36699677,8,0,0,-547,0,0,-873,0,0,-257,28768,60,0,8520,26,0,3434,23,0
14.41200256,8,0,0,-547,0,0,-873,0,0,-337,21224,56,0,5920,26,0,3434,23,0
14.46800232,8,0,0,-547,0,0,-873,0,0,-337,21224,56,0,5920,26,0,3434,23,0
14.52300262,8,0,0,-547,0,0,-873,0,0,-337,21224,56,0,5920,26,0,3434,23,0
14.5779953,8,0,0,-547,0,0,-873,0,0,-415,23769,57,0,4672,24,0,3434,23,0
14.62200165,8,0,0,-547,0,0,-873,0,0,-415,23769,57,0,4672,24,0,3434,23,0
14.74199677,8,0,0,-547,0,0,-873,0,0,-415,23769,57,0,4672,24,0,3434,23,0
14.78900146,8,0,0,-547,0,0,-873,0,0,-415,23769,57,0,4672,24,0,3434,23,0
14.84700012,8,0,0,-547,0,0,-873,0,0,-493,25593,56,0,2320,26,0,3434,23,0
14.90200043,8,0,0,-547,0,0,-873,0,0,-493,25593,56,0,2320,26,0,3434,23,0
14.94599915,8,0,0,-547,0,0,-873,0,0,-493,25593,56,0,2320,26,0,3434,23,0
15.00299835,8,0,0,-547,0,0,-873,0,0,-572,23896,60,0,5244,26,0,2974,24,0
15.05400085,8,0,0,-547,0,0,-873,0,0,-572,23896,60,0,5244,26,0,2974,24,0
15.17499542,8,0,0,-547,0,0,-873,0,0,-572,23896,60,0,5244,26,0,2974,24,0
0,-108,0,0,0,25,1,-1256,0,0,-19,8720,39,0,5972,26,0,10756,26,0
0,-108,0,0,0,25,1,-1256,0,0,-19,8720,39,0,5972,26,0,10756,26,0
0.1129989624,-108,0,0,0,25,1,-1256,0,0,-19,8720,39,0,5972,26,0,10756,26,0
0.158996582,-108,0,0,0,20,1,-1256,0,0,14,22116,56,0,3232,26,0,7408,24,0
0.2259979248,-108,0,0,0,20,1,-1256,0,0,14,22116,56,0,3232,26,0,7408,24,0
0.2729949951,-108,0,0,0,20,1,-1256,0,0,14,22116,56,0,3232,26,0,7408,24,0
0.3310012817,-108,0,0,0,20,1,-1256,0,0,93,24534,57,0,3232,26,0,10756,24,0
0.375,-108,0,0,0,20,1,-1256,0,0,93,24534,57,0,3232,26,0,10756,24,0
0.4879989624,-108,0,0,0,20,1,-1256,0,0,93,24534,57,0,3232,26,0,10756,24,0
0.5319976807,-108,0,0,0,20,1,-1256,0,0,93,24534,57,0,3232,26,0,10756,24,0
0.5899963379,-108,0,0,0,20,1,-1256,0,0,93,24534,57,0,3232,26,0,10756,24,0
0.6349945068,-108,0,0,0,23,1,-1256,0,0,171,21890,55,0,6232,26,0,10756,24,0
0.7379989624,-108,0,0,0,23,1,-1256,0,0,171,21890,55,0,6232,26,0,10756,24,0
0.8099975586,-108,0,0,0,23,1,-1256,0,0,171,21890,55,0,6232,26,0,10756,24,0
0.8559951782,-108,0,0,0,20,1,-1256,0,0,248,25878,57,0,6388,26,0,7048,24,0
0.9109954834,-108,0,0,0,20,1,-1256,0,0,248,25878,57,0,6388,26,0,7048,24,0
0.9589996338,-108,0,0,0,20,1,-1256,0,0,248,25878,57,0,6388,26,0,7048,24,0
1.016998291,-108,0,0,0,20,1,-1256,0,0,328,21890,56,0,6726,26,0,7048,24,0
1.118995667,-108,0,0,0,20,1,-1256,0,0,328,21890,56,0,6726,26,0,7048,24,0
1.162994385,-108,0,0,0,20,1,-1256,0,0,328,21890,56,0,6726,26,0,7048,24,0
1.218994141,-108,0,0,0,20,1,-1256,0,0,328,21890,56,0,6726,26,0,7048,24,0
1.273994446,-108,0,0,0,20,0,38,20160,55,406,19926,54,0,7922,26,0,6736,26,0
1.334999084,-108,0,0,0,20,0,38,20160,55,406,19926,54,0,7922,26,0,6736,26,0
1.426994324,-108,0,0,0,20,0,38,20160,55,406,19926,54,0,7922,26,0,6736,26,0
1.48299408,-108,0,0,0,20,1,114,17850,52,482,19140,55,0,12646,27,0,7048,24,0
1.537994385,-108,0,0,0,20,1,114,17850,52,482,19140,55,0,12646,27,0,7048,24,0
1.593994141,-108,0,0,0,20,1,114,17850,52,482,19140,55,0,12646,27,0,7048,24,0
1.638000488,-108,0,0,0,20,1,191,20570,55,558,13938,45,0,15400,27,0,7048,24,0
1.694999695,-108,0,0,0,20,1,191,20570,55,558,13938,45,0,15400,27,0,7048,24,0
1.798995972,-108,0,0,0,20,1,191,20570,55,558,13938,45,0,15400,27,0,7048,24,0
