ds,method,split_number,roc,max_time,scoring_str
11_bank_churn,LogReg,6,0.7649830032515519,0,roc
11_bank_churn,LogReg,7,0.7437249290751647,0,roc
11_bank_churn,LogReg,8,0.7904827833439437,0,roc
11_bank_churn,LogReg,9,0.7496955949342052,0,roc
11_bank_churn,KNN,0,0.7746298896443,0,roc
11_bank_churn,KNN,1,0.8035582323381615,0,roc
11_bank_churn,KNN,2,0.8124199428515124,0,roc
11_bank_churn,KNN,3,0.7214657848063849,0,roc
11_bank_churn,KNN,4,0.7811884175780864,0,roc
11_bank_churn,KNN,5,0.791691299635432,0,roc
11_bank_churn,KNN,6,0.7993305990738004,0,roc
11_bank_churn,KNN,7,0.7633953680983492,0,roc
11_bank_churn,KNN,8,0.7879331977674902,0,roc
11_bank_churn,KNN,9,0.794008937456348,0,roc
11_bank_churn,RandomForest,0,0.8329823135284264,0,roc
11_bank_churn,RandomForest,1,0.8633178145630112,0,roc
11_bank_churn,RandomForest,2,0.8750585033008179,0,roc
11_bank_churn,RandomForest,3,0.8067050940979408,0,roc
11_bank_churn,RandomForest,4,0.8458006946497193,0,roc
11_bank_churn,RandomForest,5,0.8532675633067297,0,roc
11_bank_churn,RandomForest,6,0.8537910138929944,0,roc
11_bank_churn,RandomForest,7,0.854735430277333,0,roc
11_bank_churn,RandomForest,8,0.869909327465681,0,roc
11_bank_churn,RandomForest,9,0.8535579853020255,0,roc
11_bank_churn,SVM,0,0.812509237363287,0,roc
11_bank_churn,SVM,1,0.8359752192334221,0,roc
11_bank_churn,SVM,2,0.8453726968174203,0,roc
11_bank_churn,SVM,3,0.7615220711400138,0,roc
11_bank_churn,SVM,4,0.8070869051138043,0,roc
11_bank_churn,SVM,5,0.8222608138732881,0,roc
11_bank_churn,SVM,6,0.8268055966105035,0,roc
11_bank_churn,SVM,7,0.8103695508402815,0,roc
11_bank_churn,SVM,8,0.8294404509521544,0,roc
11_bank_churn,SVM,9,0.8171313608297124,0,roc
11_bank_churn,MLP,0,0.8442765297073604,0,roc
11_bank_churn,MLP,1,0.870535274411272,0,roc
11_bank_churn,MLP,2,0.8808380135973988,0,roc
11_bank_churn,MLP,3,0.8055658192925411,0,roc
11_bank_churn,MLP,4,0.8412405163070253,0,roc
11_bank_churn,MLP,5,0.8584158537786974,0,roc
11_bank_churn,MLP,6,0.8660397576115874,0,roc
11_bank_churn,MLP,7,0.8488234821467202,0,roc
11_bank_churn,MLP,8,0.8675575279218251,0,roc
11_bank_churn,MLP,9,0.8505541099319492,0,roc
11_bank_churn,XGBoost,0,0.8336227707163266,0,roc
11_bank_churn,XGBoost,1,0.850114543304759,0,roc
11_bank_churn,XGBoost,2,0.8708062370676913,0,roc
11_bank_churn,XGBoost,3,0.7855576904128485,0,roc
11_bank_churn,XGBoost,4,0.8279325549315204,0,roc
11_bank_churn,XGBoost,5,0.8494556113902847,0,roc
11_bank_churn,XGBoost,6,0.8492277564292048,0,roc
11_bank_churn,XGBoost,7,0.8382048445216359,0,roc
11_bank_churn,XGBoost,8,0.8673350186351527,0,roc
11_bank_churn,XGBoost,9,0.8577485768676874,0,roc
11_bank_churn,TabPFN,0,0.8701719381219825,0,roc
11_bank_churn,TabPFN,1,0.8878399349689625,0,roc
11_bank_churn,TabPFN,2,0.8950142871218839,0,roc
11_bank_churn,TabPFN,3,0.8266824317666766,0,roc
11_bank_churn,TabPFN,4,0.8705691447433244,0,roc
11_bank_churn,TabPFN,5,0.8771646221302591,0,roc
11_bank_churn,TabPFN,6,0.8853674007291359,0,roc
11_bank_churn,TabPFN,7,0.8668281919266214,0,roc
11_bank_churn,TabPFN,8,0.8889709563572757,0,roc
11_bank_churn,TabPFN,9,0.8689358493364897,0,roc
11_bank_churn,LightGBM,0,0.847977633264361,0,roc
11_bank_churn,LightGBM,1,0.8677579071829739,0,roc
11_bank_churn,LightGBM,2,0.8891701152822938,0,roc
11_bank_churn,LightGBM,3,0.8120258153512661,0,roc
11_bank_churn,LightGBM,4,0.857738447137649,0,roc
11_bank_churn,LightGBM,5,0.8661813971819884,0,roc
11_bank_churn,LightGBM,6,0.8653993004236871,0,roc
11_bank_churn,LightGBM,7,0.8564691484693215,0,roc
11_bank_churn,LightGBM,8,0.8787324387635902,0,roc
11_bank_churn,LightGBM,9,0.8640282834026614,0,roc
11_bank_churn,CatBoost,0,0.8557000689723125,0,roc
11_bank_churn,CatBoost,1,0.8756342989457089,0,roc
11_bank_churn,CatBoost,2,0.8841080402010051,0,roc
11_bank_churn,CatBoost,3,0.8147723913686077,0,roc
11_bank_churn,CatBoost,4,0.8570548822544093,0,roc
11_bank_churn,CatBoost,5,0.8730539954675338,0,roc
11_bank_churn,CatBoost,6,0.8744026505074391,0,roc
11_bank_churn,CatBoost,7,0.8634781909994994,0,roc
11_bank_churn,CatBoost,8,0.8827128826696169,0,roc
11_bank_churn,CatBoost,9,0.870301809124117,0,roc
1_german_credit,LogReg,0,0.7828571428571429,0,roc
1_german_credit,LogReg,1,0.8104761904761907,0,roc
1_german_credit,LogReg,2,0.7395238095238097,0,roc
1_german_credit,LogReg,3,0.7228571428571429,0,roc
1_german_credit,LogReg,4,0.7695238095238095,0,roc
1_german_credit,LogReg,5,0.7152380952380952,0,roc
1_german_credit,LogReg,6,0.6966666666666668,0,roc
1_german_credit,LogReg,7,0.8271428571428572,0,roc
1_german_credit,LogReg,8,0.7495238095238096,0,roc
1_german_credit,LogReg,9,0.7457142857142858,0,roc
1_german_credit,KNN,0,0.7050000000000001,0,roc
1_german_credit,KNN,1,0.7383333333333333,0,roc
1_german_credit,KNN,2,0.7226190476190476,0,roc
1_german_credit,KNN,3,0.6278571428571429,0,roc
1_german_credit,KNN,4,0.6216666666666668,0,roc
1_german_credit,KNN,5,0.6666666666666667,0,roc
1_german_credit,KNN,6,0.7885714285714286,0,roc
1_german_credit,KNN,7,0.7476190476190476,0,roc
1_german_credit,KNN,8,0.6788095238095238,0,roc
1_german_credit,KNN,9,0.6257142857142857,0,roc
1_german_credit,RandomForest,0,0.7928571428571429,0,roc
1_german_credit,RandomForest,1,0.7954761904761904,0,roc
1_german_credit,RandomForest,2,0.7502380952380953,0,roc
1_german_credit,RandomForest,3,0.7497619047619047,0,roc
1_german_credit,RandomForest,4,0.7888095238095237,0,roc
1_german_credit,RandomForest,5,0.7488095238095238,0,roc
1_german_credit,RandomForest,6,0.7626190476190475,0,roc
1_german_credit,RandomForest,7,0.7938095238095239,0,roc
1_german_credit,RandomForest,8,0.721904761904762,0,roc
1_german_credit,RandomForest,9,0.6976190476190476,0,roc
1_german_credit,SVM,0,0.769047619047619,0,roc
1_german_credit,SVM,1,0.7842857142857144,0,roc
1_german_credit,SVM,2,0.7495238095238096,0,roc
1_german_credit,SVM,3,0.7085714285714286,0,roc
1_german_credit,SVM,4,0.7628571428571429,0,roc
1_german_credit,SVM,5,0.7466666666666667,0,roc
1_german_credit,SVM,6,0.7652380952380953,0,roc
1_german_credit,SVM,7,0.8404761904761906,0,roc
1_german_credit,SVM,8,0.7538095238095238,0,roc
1_german_credit,SVM,9,0.7095238095238094,0,roc
1_german_credit,MLP,0,0.7623809523809524,0,roc
1_german_credit,MLP,1,0.7747619047619048,0,roc
1_german_credit,MLP,2,0.7785714285714285,0,roc
1_german_credit,MLP,3,0.7247619047619047,0,roc
1_german_credit,MLP,4,0.7628571428571429,0,roc
1_german_credit,MLP,5,0.7528571428571428,0,roc
1_german_credit,MLP,6,0.7823809523809524,0,roc
1_german_credit,MLP,7,0.8161904761904761,0,roc
1_german_credit,MLP,8,0.7604761904761905,0,roc
1_german_credit,MLP,9,0.7157142857142859,0,roc
1_german_credit,XGBoost,0,0.7423809523809525,0,roc
1_german_credit,XGBoost,1,0.7880952380952381,0,roc
1_german_credit,XGBoost,2,0.7242857142857143,0,roc
1_german_credit,XGBoost,3,0.7185714285714286,0,roc
1_german_credit,XGBoost,4,0.799047619047619,0,roc
1_german_credit,XGBoost,5,0.7666666666666666,0,roc
1_german_credit,XGBoost,6,0.7457142857142858,0,roc
1_german_credit,XGBoost,7,0.7357142857142858,0,roc
1_german_credit,XGBoost,8,0.6885714285714286,0,roc
1_german_credit,XGBoost,9,0.720952380952381,0,roc
1_german_credit,TabPFN,0,0.77,0,roc
1_german_credit,TabPFN,1,0.8219047619047619,0,roc
1_german_credit,TabPFN,2,0.7752380952380953,0,roc
1_german_credit,TabPFN,3,0.735952380952381,0,roc
1_german_credit,TabPFN,4,0.8016666666666666,0,roc
1_german_credit,TabPFN,5,0.7530952380952382,0,roc
1_german_credit,TabPFN,6,0.7783333333333333,0,roc
1_german_credit,TabPFN,7,0.8330952380952381,0,roc
1_german_credit,TabPFN,8,0.8102380952380952,0,roc
1_german_credit,TabPFN,9,0.7433333333333334,0,roc
1_german_credit,LightGBM,0,0.7876190476190477,0,roc
1_german_credit,LightGBM,1,0.7580952380952382,0,roc
1_german_credit,LightGBM,2,0.7252380952380952,0,roc
1_german_credit,LightGBM,3,0.6985714285714286,0,roc
1_german_credit,LightGBM,4,0.7861904761904762,0,roc
1_german_credit,LightGBM,5,0.7657142857142858,0,roc
1_german_credit,LightGBM,6,0.760952380952381,0,roc
1_german_credit,LightGBM,7,0.749047619047619,0,roc
1_german_credit,LightGBM,8,0.7295238095238096,0,roc
1_german_credit,LightGBM,9,0.7347619047619047,0,roc
1_german_credit,CatBoost,0,0.7838095238095238,0,roc
1_german_credit,CatBoost,1,0.800952380952381,0,roc
1_german_credit,CatBoost,2,0.7533333333333333,0,roc
1_german_credit,CatBoost,3,0.7357142857142858,0,roc
1_german_credit,CatBoost,4,0.7976190476190477,0,roc
1_german_credit,CatBoost,5,0.7780952380952381,0,roc
1_german_credit,CatBoost,6,0.8066666666666666,0,roc
1_german_credit,CatBoost,7,0.818095238095238,0,roc
1_german_credit,CatBoost,8,0.7552380952380953,0,roc
1_german_credit,CatBoost,9,0.7119047619047618,0,roc
27_loan_prediction_problem,LogReg,0,0.7796817625458996,0,roc
27_loan_prediction_problem,LogReg,1,0.7490820073439413,0,roc
27_loan_prediction_problem,LogReg,2,0.6892857142857143,0,roc
27_loan_prediction_problem,LogReg,3,0.6619047619047618,0,roc
27_loan_prediction_problem,LogReg,4,0.7406015037593985,0,roc
27_loan_prediction_problem,LogReg,5,0.7142857142857143,0,roc
27_loan_prediction_problem,LogReg,6,0.7431077694235589,0,roc
27_loan_prediction_problem,LogReg,7,0.6829573934837092,0,roc
27_loan_prediction_problem,LogReg,8,0.7781954887218046,0,roc
27_loan_prediction_problem,LogReg,9,0.7481203007518797,0,roc
27_loan_prediction_problem,KNN,0,0.5263157894736843,0,roc
27_loan_prediction_problem,KNN,1,0.5,0,roc
27_loan_prediction_problem,KNN,2,0.5,0,roc
27_loan_prediction_problem,KNN,3,0.5,0,roc
27_loan_prediction_problem,KNN,4,0.5,0,roc
27_loan_prediction_problem,KNN,5,0.5,0,roc
27_loan_prediction_problem,KNN,6,0.5263157894736843,0,roc
27_loan_prediction_problem,KNN,7,0.5,0,roc
27_loan_prediction_problem,KNN,8,0.5,0,roc
27_loan_prediction_problem,KNN,9,0.5,0,roc
27_loan_prediction_problem,RandomForest,0,0.7056303549571604,0,roc
27_loan_prediction_problem,RandomForest,1,0.7429620563035496,0,roc
27_loan_prediction_problem,RandomForest,2,0.7755952380952381,0,roc
27_loan_prediction_problem,RandomForest,3,0.7523809523809524,0,roc
27_loan_prediction_problem,RandomForest,4,0.7406015037593985,0,roc
27_loan_prediction_problem,RandomForest,5,0.7130325814536341,0,roc
27_loan_prediction_problem,RandomForest,6,0.6904761904761906,0,roc
27_loan_prediction_problem,RandomForest,7,0.7807017543859649,0,roc
27_loan_prediction_problem,RandomForest,8,0.8176691729323309,0,roc
27_loan_prediction_problem,RandomForest,9,0.7525062656641605,0,roc
27_loan_prediction_problem,SVM,0,0.6756425948592412,0,roc
27_loan_prediction_problem,SVM,1,0.7576499388004896,0,roc
27_loan_prediction_problem,SVM,2,0.7988095238095237,0,roc
27_loan_prediction_problem,SVM,3,0.6619047619047619,0,roc
27_loan_prediction_problem,SVM,4,0.6929824561403509,0,roc
27_loan_prediction_problem,SVM,5,0.7155388471177946,0,roc
27_loan_prediction_problem,SVM,6,0.713032581453634,0,roc
27_loan_prediction_problem,SVM,7,0.7180451127819549,0,roc
27_loan_prediction_problem,SVM,8,0.81328320802005,0,roc
27_loan_prediction_problem,SVM,9,0.7481203007518797,0,roc
27_loan_prediction_problem,MLP,0,0.4908200734394125,0,roc
27_loan_prediction_problem,MLP,1,0.6695226438188495,0,roc
27_loan_prediction_problem,MLP,2,0.7976190476190476,0,roc
27_loan_prediction_problem,MLP,3,0.6619047619047619,0,roc
27_loan_prediction_problem,MLP,4,0.706766917293233,0,roc
27_loan_prediction_problem,MLP,5,0.6315789473684211,0,roc
27_loan_prediction_problem,MLP,6,0.6378446115288221,0,roc
27_loan_prediction_problem,MLP,7,0.6604010025062657,0,roc
27_loan_prediction_problem,MLP,8,0.8082706766917294,0,roc
27_loan_prediction_problem,MLP,9,0.5639097744360902,0,roc
27_loan_prediction_problem,XGBoost,0,0.6854345165238678,0,roc
27_loan_prediction_problem,XGBoost,1,0.766217870257038,0,roc
27_loan_prediction_problem,XGBoost,2,0.7749999999999999,0,roc
27_loan_prediction_problem,XGBoost,3,0.7392857142857142,0,roc
27_loan_prediction_problem,XGBoost,4,0.6917293233082706,0,roc
27_loan_prediction_problem,XGBoost,5,0.7481203007518797,0,roc
27_loan_prediction_problem,XGBoost,6,0.7192982456140351,0,roc
27_loan_prediction_problem,XGBoost,7,0.7706766917293234,0,roc
27_loan_prediction_problem,XGBoost,8,0.7694235588972431,0,roc
27_loan_prediction_problem,XGBoost,9,0.7017543859649122,0,roc
27_loan_prediction_problem,TabPFN,0,0.7392900856793145,0,roc
27_loan_prediction_problem,TabPFN,1,0.8017135862913096,0,roc
27_loan_prediction_problem,TabPFN,2,0.7428571428571429,0,roc
27_loan_prediction_problem,TabPFN,3,0.743452380952381,0,roc
27_loan_prediction_problem,TabPFN,4,0.7606516290726817,0,roc
27_loan_prediction_problem,TabPFN,5,0.7406015037593985,0,roc
27_loan_prediction_problem,TabPFN,6,0.7431077694235589,0,roc
27_loan_prediction_problem,TabPFN,7,0.7218045112781954,0,roc
27_loan_prediction_problem,TabPFN,8,0.8314536340852131,0,roc
27_loan_prediction_problem,TabPFN,9,0.755639097744361,0,roc
27_loan_prediction_problem,LightGBM,0,0.7050183598531212,0,roc
27_loan_prediction_problem,LightGBM,1,0.8041615667074664,0,roc
27_loan_prediction_problem,LightGBM,2,0.7523809523809524,0,roc
27_loan_prediction_problem,LightGBM,3,0.7285714285714285,0,roc
27_loan_prediction_problem,LightGBM,4,0.7218045112781954,0,roc
27_loan_prediction_problem,LightGBM,5,0.7706766917293233,0,roc
27_loan_prediction_problem,LightGBM,6,0.7105263157894737,0,roc
27_loan_prediction_problem,LightGBM,7,0.7631578947368421,0,roc
27_loan_prediction_problem,LightGBM,8,0.8007518796992481,0,roc
27_loan_prediction_problem,LightGBM,9,0.6691729323308271,0,roc
27_loan_prediction_problem,CatBoost,0,0.7025703794369644,0,roc
27_loan_prediction_problem,CatBoost,1,0.7760097919216646,0,roc
27_loan_prediction_problem,CatBoost,2,0.7916666666666666,0,roc
27_loan_prediction_problem,CatBoost,3,0.7107142857142857,0,roc
27_loan_prediction_problem,CatBoost,4,0.7393483709273183,0,roc
27_loan_prediction_problem,CatBoost,5,0.7255639097744361,0,roc
27_loan_prediction_problem,CatBoost,6,0.6804511278195489,0,roc
27_loan_prediction_problem,CatBoost,7,0.7443609022556391,0,roc
27_loan_prediction_problem,CatBoost,8,0.8421052631578948,0,roc
27_loan_prediction_problem,CatBoost,9,0.7218045112781954,0,roc
2_bank_marketing,LogReg,0,0.8828882575757576,0,roc
2_bank_marketing,LogReg,1,0.8753882575757576,0,roc
2_bank_marketing,LogReg,2,0.8529261363636363,0,roc
2_bank_marketing,LogReg,3,0.861903409090909,0,roc
2_bank_marketing,LogReg,4,0.8852471347041624,0,roc
2_bank_marketing,LogReg,5,0.8719995486982767,0,roc
2_bank_marketing,LogReg,6,0.8994255305145781,0,roc
2_bank_marketing,LogReg,7,0.8624563976720352,0,roc
2_bank_marketing,LogReg,8,0.8831034515179722,0,roc
2_bank_marketing,LogReg,9,0.8691225002115478,0,roc
2_bank_marketing,KNN,0,0.8037878787878787,0,roc
2_bank_marketing,KNN,1,0.8208143939393939,0,roc
2_bank_marketing,KNN,2,0.7558049242424243,0,roc
2_bank_marketing,KNN,3,0.802249053030303,0,roc
2_bank_marketing,KNN,4,0.8111020223958479,0,roc
2_bank_marketing,KNN,5,0.7773907238691602,0,roc
2_bank_marketing,KNN,6,0.7811985821604188,0,roc
2_bank_marketing,KNN,7,0.7966838725448717,0,roc
2_bank_marketing,KNN,8,0.8408174202465235,0,roc
2_bank_marketing,KNN,9,0.7817015955396347,0,roc
2_bank_marketing,RandomForest,0,0.9221070075757576,0,roc
2_bank_marketing,RandomForest,1,0.9090009469696969,0,roc
2_bank_marketing,RandomForest,2,0.8701751893939393,0,roc
2_bank_marketing,RandomForest,3,0.9099668560606061,0,roc
2_bank_marketing,RandomForest,4,0.9012965522428755,0,roc
2_bank_marketing,RandomForest,5,0.9179383032935624,0,roc
2_bank_marketing,RandomForest,6,0.9029654284075631,0,roc
2_bank_marketing,RandomForest,7,0.8980152126289265,0,roc
2_bank_marketing,RandomForest,8,0.9180793350821275,0,roc
2_bank_marketing,RandomForest,9,0.8847300181460901,0,roc
2_bank_marketing,SVM,0,0.8774810606060606,0,roc
2_bank_marketing,SVM,1,0.8661695075757576,0,roc
2_bank_marketing,SVM,2,0.8408806818181818,0,roc
2_bank_marketing,SVM,3,0.8645170454545454,0,roc
2_bank_marketing,SVM,4,0.8594947301121673,0,roc
2_bank_marketing,SVM,5,0.872394437706259,0,roc
2_bank_marketing,SVM,6,0.8803110221043823,0,roc
2_bank_marketing,SVM,7,0.8676463674912326,0,roc
2_bank_marketing,SVM,8,0.8971126091821097,0,roc
2_bank_marketing,SVM,9,0.8594853279929295,0,roc
2_bank_marketing,MLP,0,0.8906249999999999,0,roc
2_bank_marketing,MLP,1,0.8901799242424242,0,roc
2_bank_marketing,MLP,2,0.8618276515151515,0,roc
2_bank_marketing,MLP,3,0.8725284090909091,0,roc
2_bank_marketing,MLP,4,0.8939911055952011,0,roc
2_bank_marketing,MLP,5,0.8765595765285497,0,roc
2_bank_marketing,MLP,6,0.8873344051749263,0,roc
2_bank_marketing,MLP,7,0.8732312263184121,0,roc
2_bank_marketing,MLP,8,0.8955142489117046,0,roc
2_bank_marketing,MLP,9,0.8712943897554508,0,roc
2_bank_marketing,XGBoost,0,0.9202272727272727,0,roc
2_bank_marketing,XGBoost,1,0.8968371212121212,0,roc
2_bank_marketing,XGBoost,2,0.8909280303030302,0,roc
2_bank_marketing,XGBoost,3,0.9071496212121213,0,roc
2_bank_marketing,XGBoost,4,0.9224607226468846,0,roc
2_bank_marketing,XGBoost,5,0.9152492971915871,0,roc
2_bank_marketing,XGBoost,6,0.913622730563469,0,roc
2_bank_marketing,XGBoost,7,0.8974886939516167,0,roc
2_bank_marketing,XGBoost,8,0.9175716206432931,0,roc
2_bank_marketing,XGBoost,9,0.8895250989573051,0,roc
2_bank_marketing,TabPFN,0,0.9329498106060605,0,roc
2_bank_marketing,TabPFN,1,0.9262168560606061,0,roc
2_bank_marketing,TabPFN,2,0.9036931818181817,0,roc
2_bank_marketing,TabPFN,3,0.9254119318181818,0,roc
2_bank_marketing,TabPFN,4,0.9337009561955264,0,roc
2_bank_marketing,TabPFN,5,0.9377861770042968,0,roc
2_bank_marketing,TabPFN,6,0.9380964469391401,0,roc
2_bank_marketing,TabPFN,7,0.9242847337789939,0,roc
2_bank_marketing,TabPFN,8,0.9391071747571902,0,roc
2_bank_marketing,TabPFN,9,0.9211350238343723,0,roc
2_bank_marketing,LightGBM,0,0.9168276515151516,0,roc
2_bank_marketing,LightGBM,1,0.9173863636363636,0,roc
2_bank_marketing,LightGBM,2,0.8968655303030303,0,roc
2_bank_marketing,LightGBM,3,0.9122632575757577,0,roc
2_bank_marketing,LightGBM,4,0.925412988087515,0,roc
2_bank_marketing,LightGBM,5,0.9237958235786347,0,roc
2_bank_marketing,LightGBM,6,0.920505081845448,0,roc
2_bank_marketing,LightGBM,7,0.9081789035248545,0,roc
2_bank_marketing,LightGBM,8,0.9272464013388618,0,roc
2_bank_marketing,LightGBM,9,0.898146842298254,0,roc
2_bank_marketing,CatBoost,0,0.9284943181818183,0,roc
2_bank_marketing,CatBoost,1,0.9259564393939393,0,roc
2_bank_marketing,CatBoost,2,0.8957575757575758,0,roc
2_bank_marketing,CatBoost,3,0.9117329545454546,0,roc
2_bank_marketing,CatBoost,4,0.930696979099089,0,roc
2_bank_marketing,CatBoost,5,0.9246514164292632,0,roc
2_bank_marketing,CatBoost,6,0.9255728241145554,0,roc
2_bank_marketing,CatBoost,7,0.909965306180013,0,roc
2_bank_marketing,CatBoost,8,0.9357459171297211,0,roc
2_bank_marketing,CatBoost,9,0.9093917769065147,0,roc
3_credit_approval,LogReg,0,0.933786078098472,0,roc
3_credit_approval,LogReg,1,0.9185059422750425,0,roc
3_credit_approval,LogReg,2,0.9558573853989814,0,roc
3_credit_approval,LogReg,3,0.8310696095076401,0,roc
3_credit_approval,LogReg,4,0.9770797962648557,0,roc
3_credit_approval,LogReg,5,0.8607809847198642,0,roc
3_credit_approval,LogReg,6,0.9575551782682512,0,roc
3_credit_approval,LogReg,7,0.8649572649572649,0,roc
3_credit_approval,LogReg,8,0.9136752136752138,0,roc
3_credit_approval,LogReg,9,0.9931623931623932,0,roc
3_credit_approval,KNN,0,0.8484719864176571,0,roc
3_credit_approval,KNN,1,0.8128183361629883,0,roc
3_credit_approval,KNN,2,0.8951612903225806,0,roc
3_credit_approval,KNN,3,0.7886247877758913,0,roc
3_credit_approval,KNN,4,0.9070458404074704,0,roc
3_credit_approval,KNN,5,0.764006791171477,0,roc
3_credit_approval,KNN,6,0.879881154499151,0,roc
3_credit_approval,KNN,7,0.8068376068376069,0,roc
3_credit_approval,KNN,8,0.8222222222222222,0,roc
