House_ID,Total_Area_sq_m,Num_Rooms,Wall_Material_Type,Roof_Type,Window_Count,Window_Size_sq_m,Building_Orientation,Solar_Panel_Area_sq_m,Solar_Exposure_hours_per_day,Solar_Energy_Generated_kWh_per_day,Battery_Storage_Capacity_kWh,Energy_Consumption_kWh_per_day,Usage_of_Energy_Efficient_Appliances_percent,Average_Indoor_Temperature_C,Outdoor_Temperature_C,Ventilation_Efficiency_percent,Airflow_Patterns_m_s,Humidity_Levels_percent,Passive_Heating_Elements,Lighting_Efficiency_percent,Energy_Savings_percent,Thermal_Regulation_Efficiency_percent,Lighting_Optimization_Score,IBS_Algorithm_Score,Comfort_Index,Energy_Efficiency_Score
11,124,3,Concrete,Flat,6,8.82010562986514,E,37.86107661905657,6.313806170464388,3.2498857443427056,5.5483499315093425,19.008635983130077,87.6424327941103,20.08417163022673,12.105484117896388,80.12716668205378,1.2378449820214408,52.463374438676325,1,92.18903934965724,25.677647591537497,60.4963129028298,7.198907643632364,2.1181303500022812,7.612372050163279,30.09506401186193
12,137,9,Brick,Solar Integrated,4,4.381050266935539,N,31.946373337257114,3.418015422796225,5.0259922783620725,6.438528504855878,20.408944421479795,86.64295936659155,26.934903459921628,9.948020805581931,79.7312330935424,0.1098548869538763,32.92570037913136,1,84.61963838666877,29.60017003057374,80.38885314723701,7.038959150172843,6.215447645112351,7.729663470775228,35.66807346198129
13,166,4,Concrete,Flat,5,3.671823471042527,E,7.9021072062125395,7.701495970822209,6.909047399920925,7.834124451929992,11.746056729349728,93.8096239134778,16.16224460688579,8.738451895673743,60.15839772048571,0.1264320600054579,60.58574290456448,1,90.15122404345661,14.41637990706905,80.94589580221336,2.441767718848985,6.98619574165353,3.2710060397190484,32.30826416522394
14,149,6,Brick,Solar Integrated,7,6.841671929149538,S,44.47577557229902,7.075461318377618,4.171690345532528,13.872024845478933,23.831537054678677,86.13923003107607,19.234707513160803,15.976978958534227,80.04650925829961,1.0999264897930012,41.387510461770866,1,77.8885496317514,26.78054837350068,68.22465495867363,1.0700557324207045,4.95017866185615,4.732283064746153,31.292324268437806
15,153,7,Wood,Pitched,4,3.9554310509657293,E,44.47677932717808,9.931462255113349,5.630860167962494,4.462114432502999,15.594279322167353,61.592064585736324,23.779452425014668,11.881805064631461,75.35089831909637,0.472020801800211,65.50433317975819,0,72.3891688700532,22.660071170504814,74.47616339069296,7.776834555665051,9.578504590940506,1.7410794678704953,31.974043868075956
16,201,2,Wood,Solar Integrated,2,6.671878734962298,S,19.868360174409823,4.6741114444757015,6.084415178372443,2.0653451839274406,19.6477689319511,85.27813558248455,18.846195415484125,11.54909335434537,98.8831734189823,1.694681577023823,44.71402778429834,0,79.31240373313481,11.423285831738506,64.94078656926965,1.9573134974671933,6.473919451416177,6.4587328034548035,26.858050362646686
17,180,6,Wood,Pitched,6,6.4884862494882505,S,20.31826295073041,6.715161487007851,7.377802827742133,2.781253334916212,23.48215431822559,65.38514066949219,29.00966961216779,6.64079523728803,66.3663633597532,1.8011182357747695,35.712964419475306,0,72.92284273623005,15.469416109169408,78.07788800479227,1.7411422956785696,2.979995250129627,1.9335714808824476,29.62024632290663
18,199,7,Wood,Solar Integrated,4,6.070950346136129,E,49.50627612575782,7.556701345826508,15.238418603222021,13.761962441841533,24.503599519510168,62.108732517373525,16.965879462064354,5.530101343863016,74.1661678703798,0.5269115091055087,57.8352629747394,0,93.55884386696272,40.56147292669887,83.42886386591485,1.0243109515074713,5.312946316901646,8.523186239853594,42.32037202191364
19,102,5,Wood,Solar Integrated,4,4.42377733809518,N,33.17792772169122,7.512138223196406,11.866331873161414,10.41771404296372,21.66408713193349,53.650179644981364,26.96091536861668,8.083047279493453,76.77925940359279,2.232479892458764,36.583125788540116,0,71.90694862371383,10.72151638018578,77.52933109342598,4.893411933612345,7.078639934217645,8.33098408317997,29.702010356588126
20,51,6,Concrete,Solar Integrated,2,5.936497494863291,N,28.90924342556266,6.929054800638819,19.73868676707663,5.549528051261488,11.060350139640601,87.20142901738384,22.61923037859612,10.165924382708992,75.62774148403795,1.1605788279494222,60.14722062171962,0,86.39054561812335,47.37013196385445,70.50330507388546,5.529375108107329,3.9126621212243107,5.8024459101007855,41.68102494340595
21,137,8,Wood,Flat,3,6.368369274868794,W,42.7168482598366,8.43849607229058,8.87998071238195,4.303502513145484,24.33095033104165,85.55004809749056,26.25496163729934,17.929511865446095,86.6332331060745,0.442830178220617,68.72448945624467,1,65.4792888923811,13.456985297889496,68.34631837969482,6.738976415337316,1.7167744566012084,2.2704942987732672,26.373639188340555
22,207,2,Wood,Flat,5,5.911181996459261,N,17.838065226079237,4.434868466687715,15.323436402901576,5.825467576282486,17.562390624871433,61.724973883704685,19.660729924671713,20.31560783896534,68.62051430191076,1.9342038353665492,61.182114751810474,1,87.4746597493964,41.96952376813833,75.69278603902977,3.6645745664132727,6.250920712397965,1.2302108487565135,40.791751736247
23,87,7,Wood,Pitched,7,4.999775074760814,W,24.31321670283606,8.07939040192091,17.557900006154142,3.4923600542666415,23.612849527039195,87.4689508362078,22.717344034680583,9.217757545200968,68.84286211255967,1.9959388000402547,30.897969937252988,1,96.53198846400136,45.94466163773883,77.1924356640532,7.3938224474810195,9.53083151757712,8.170378007883151,44.29283077527869
24,179,7,Wood,Pitched,8,1.1320035134163744,N,17.04995039697504,7.338142000031624,13.900591367722797,14.239927833697735,18.522100516287036,95.89204415467765,27.852530245847646,17.74350024572559,89.16843794003412,1.6343091343970981,53.99543152211099,1,84.34332618559634,47.64542339401788,72.34917774098156,2.523986716662474,5.365647870068564,6.401264348920842,41.05104303251959
25,241,7,Brick,Flat,3,6.283555369310359,N,40.512238096492915,9.272525782562013,8.825430067932423,12.194680266748469,11.14477923695441,55.40144787457896,22.003171486846565,15.252465269777819,80.01162074712718,2.1483173276861276,57.81642683878897,0,82.3942152013791,44.6990809398389,74.9976910042958,8.487910477993125,9.15498172582334,7.39836673073095,40.244766361699895
26,237,5,Concrete,Pitched,6,2.5159994662844767,S,30.80072055358481,8.930361073235073,15.318297984169305,8.01108529986303,12.40049048285632,61.63183191933875,20.395797928654044,10.50270930493868,76.60622704229242,1.869695132873611,63.018333031851405,1,98.4447307208656,21.50200157701773,53.86354729978129,6.14663496001401,8.515212295345247,3.734264131627308,31.834485061051048
27,70,6,Wood,Flat,4,6.783183720524707,W,34.647128156303175,5.206029273927873,4.869675617681012,13.244513866497625,16.00943554205881,87.51303970436578,23.04233079379104,5.205222444450906,66.76812206709008,2.2172937693447774,32.24009235756001,0,85.09586221263385,23.32348525353908,88.07062064569307,6.255008410348436,2.3267150527058504,5.58534464059523,34.56003406054109
28,210,5,Wood,Solar Integrated,9,7.834098951305794,N,16.353826242773295,4.933661274826072,7.223491138422516,5.242956655812019,20.80029683119764,63.72533367535391,25.760441295545505,19.01053599565225,67.50108891648667,1.1413313163651508,49.204313118091456,1,70.3820173309233,27.06182794440304,81.63092254928137,2.8879787240119734,7.373529296520138,7.724567534856853,34.40233871325805
29,107,9,Wood,Pitched,2,5.504007782176673,W,14.91013856197918,9.871573266967136,11.387019846886487,11.322567390138516,11.359651026806699,81.23319871418585,21.653450182477542,25.56955247795598,60.42206547263602,1.894233107438662,51.41483490553577,1,71.69564095390962,15.571867576284033,64.95711478827135,1.6669787437034942,4.919189725647806,5.163069774824196,28.0937892404373
30,71,3,Concrete,Pitched,2,5.881272984817645,S,26.97685830423224,6.690856266406795,11.932778358436819,13.129722487178665,16.59462332268384,54.05821122318572,29.083154627134093,11.78832002431421,63.65705075446837,2.4994037522297066,36.76499450576712,1,88.21226570143709,10.890898202688955,72.5125044381452,5.182523227726043,3.252216927366432,6.412458004918578,29.627995975740085
31,138,3,Brick,Flat,9,9.56330703699392,S,38.19045870917721,9.344946747401057,1.4206880339799597,6.637993251102544,11.91249987152803,72.61012395517693,19.42418736063513,8.95420489690038,82.27354778760964,1.8398348740470862,42.89799238842598,0,89.41746375568745,44.76486457124138,51.892981205456856,6.540507567301231,7.182445201000327,8.10755435627166,34.47042863502859
32,98,9,Concrete,Pitched,5,8.624506252353168,W,28.635789088407208,4.147167166463375,18.957169586364166,11.84703779085933,21.315388092702143,86.95457109964765,22.131954092536805,31.611282333408855,95.67492520033639,0.37404107256911723,47.60886905024661,1,72.1398492715606,32.16514864841825,51.64911255996242,1.8554181279551702,7.683946467907792,2.9369858073974098,32.521575244528414
33,108,6,Brick,Pitched,3,9.22812864356323,S,6.469055489555087,7.49973240360122,14.23591815313041,5.835940540436022,14.33456187535901,84.32569715216263,26.353914890121622,13.250743174633934,71.48659060522229,1.3439649338300392,63.328387518312056,0,73.81375911705321,34.348917687128655,60.03193340447851,9.5548102707535,2.619066868613549,1.5933600042173408,33.063434903088414
34,219,8,Wood,Solar Integrated,8,8.323896594876278,E,44.084817784413,8.669021311524103,10.41837125440593,5.8851427583674,6.534456537057705,90.75360503379034,25.336816357436373,11.708378593779944,73.10988903584513,1.5096346989832672,67.17630264280828,0,99.64226034956349,47.07953899271181,77.58806569458493,9.823729242095261,9.230002138505876,5.7864115972972465,43.535375550269244
35,237,5,Wood,Pitched,5,1.980265076620583,E,7.910910208180921,9.631766747105129,18.729417453757858,3.3917433212044186,8.321050429630727,93.87260633015845,27.954615786257342,30.712908188297476,64.6242244244605,0.5181056201713383,55.13691315670691,1,64.0781019832111,36.60480712454463,84.08590991200046,5.9091102585324276,7.760325195562968,1.5591319364808616,39.504382847948754
36,64,2,Concrete,Solar Integrated,9,2.3409267037317525,S,48.01210176743385,5.361380987119164,9.342815739765742,7.720754604622184,6.222093352392646,88.65917506293792,29.952137710216633,29.513212975002837,75.54523782428411,2.41093992202729,45.797807440858485,0,76.18580113760397,37.634140173592534,72.36743519919393,9.550622397460655,9.400379492277718,7.899015649300779,37.13094825208564
37,239,7,Concrete,Flat,4,5.739614175420636,E,6.131388122477272,8.074868189468368,19.628275835137064,11.486254784466489,14.986058920286505,83.57938714694629,21.40287493192634,18.45039411573901,61.48886818277317,0.5213914663230791,40.16124071195944,0,62.4979012479003,41.47874593746969,71.2853095832941,2.6150071382276776,3.853658968873219,7.472903028704097,37.64686278349181
38,239,7,Brick,Pitched,9,3.2146269291819842,N,36.250270525881895,6.771691063277333,10.733410387626217,14.222870472426704,7.126745946964544,51.58612459080156,16.667263196749676,19.677165842833233,96.70402785047601,0.5261390073117347,69.28540737744602,1,92.84313447992963,14.65393799429615,66.09238135165864,1.228786166615724,9.454015141686881,8.935414043187674,30.936456222476156
39,224,6,Brick,Solar Integrated,5,5.290259275370433,W,8.699317867030175,3.4244024824652772,3.17142962996161,9.849360895078249,7.282799386192642,76.7483336704722,15.45623821211952,11.532461145020658,86.92445392498115,2.296401131138932,69.32079992305434,1,63.69383355781729,24.406486128551663,56.463918238320844,1.3546858176135093,4.316658920545428,6.756058882305645,26.481730552112804
40,239,8,Concrete,Flat,7,4.549287914365152,N,45.98044607458128,7.829998161162604,15.531218476726268,13.220761990564608,23.820965200767542,51.88488624574264,25.903153592096572,7.349050114386725,99.62995237572875,1.2164930394920106,66.99907792940138,1,86.96029425850844,48.728317108134654,54.7341640530635,6.287612314841012,1.4857278528465256,1.6047781367713638,37.6647466348185
41,100,3,Brick,Pitched,2,5.94472814587408,W,25.899495630149424,7.830675907664904,13.89905677647897,12.692430440772952,22.45310144352111,90.40339085580112,28.110205069630737,22.202954760669833,95.31292650713975,0.2516518702588389,61.42676599511277,1,62.25933696013928,46.91720312402426,80.42719044883864,1.5547769509314118,7.86672449838121,3.2783691294065567,40.73968897796097
42,157,3,Concrete,Flat,2,7.7218814452224045,S,11.188569866765693,9.51424763392576,15.686747704806148,4.253459688678651,14.04173193622732,66.03622622299788,18.31068878916628,7.950347647706394,78.91962374792611,1.5356499998524686,43.031181749824725,1,86.91420151238765,45.36301185240739,87.10014205186303,9.626910461416784,7.331573296795067,8.271386601064474,44.324016317653836
43,104,7,Brick,Pitched,6,7.43941816389347,N,20.336706490543097,6.481187123182806,19.07739854578794,8.315626575864208,24.716106417004116,78.12146870589605,17.37672055784859,18.478236408699495,80.78740124601508,1.5443832367193149,62.68001933990523,1,93.72147787710813,28.0835404135589,68.33132865545093,2.2773988968345873,6.381198930369992,2.5041917558222897,36.55519513810026
44,113,6,Concrete,Flat,6,5.691107192368009,S,12.417110390604293,4.611756444973603,15.753296750369344,3.520005961830089,5.003730563413262,63.972265365945134,15.933076372885365,33.214915955390325,67.62304186068775,0.25480182084774833,46.3517206908469,0,75.9528610769623,44.287718143472226,76.37782634862553,3.7425052544768076,5.409043699457566,7.286324210333986,40.389634910428384
45,180,5,Concrete,Flat,9,8.401540769353524,S,12.67618602006905,3.311946764140754,12.615395442116291,10.867991100301255,17.279589125467876,89.12500721901468,27.340543825758097,33.585031675117534,78.48157371358222,2.434053989520789,43.07092392620181,1,80.88505973728708,11.935835277830623,86.57830603523765,8.402660217985137,1.2894874329036825,8.022333978284301,31.76589433912942
46,100,3,Concrete,Solar Integrated,8,4.8777588238423,W,47.6648744077149,5.90949530680134,17.288869144855976,14.348695687198987,17.3285635474374,94.32512633209512,19.670729098388765,12.179968596420759,96.12111493971247,1.4056719167069816,59.794614338651186,1,76.0616695202113,15.940696970284698,53.60454531736578,2.968662907936838,6.621375263681389,3.97100618069717,27.891333988287172
47,184,5,Brick,Flat,4,9.070428608561102,W,25.036075052815466,5.1134169005425125,13.7916823477361,3.7821629550238347,14.148861117397765,69.9321247106532,21.025453391396645,23.72340260136963,62.03413694543285,1.4435097332314342,33.186157104816914,0,72.01955034530556,26.558707939362165,80.81925812476119,3.1867161260911354,4.751511537005143,3.9006772606261766,35.0420578182397
48,70,8,Brick,Pitched,7,1.641522430496475,W,40.49610187574118,8.327618142167129,8.754262079692538,11.540480700433037,12.938959458685858,93.14611967554944,22.541252874144185,19.22228792323573,94.54227211993239,1.348276994805747,31.942508931826467,1,92.13053602508512,29.335682667285056,74.672675375023,6.7807806021191634,6.041884624668505,6.020224130882322,35.90752281857084
49,122,3,Brick,Pitched,3,9.591940270299768,N,33.78225025299568,5.479874353887326,17.826775520593692,10.219095961282193,14.107662709612152,63.35375037281662,27.59179851314326,31.27055382758318,73.63791206570438,1.565756271147088,47.91814788724743,0,70.88010294923959,20.540286140834276,73.94548715319445,3.484774796403361,4.8638920777087264,8.751576994792874,32.57732708747361
50,216,3,Concrete,Solar Integrated,5,6.892237732882133,E,35.43918630522765,9.643498374203908,5.216108754903084,9.586865481105296,13.29920872159361,76.73304615377619,24.762498323422275,13.142925928281597,95.9805106038524,0.7343194066570118,47.82555203288648,1,88.91773697557788,24.259066833911497,61.701617139262794,2.957028706069303,9.69450519488679,3.015155817221325,31.49193996554177
51,67,4,Brick,Pitched,8,4.420670580434848,W,10.926204731241732,9.73617142091449,14.57818422326576,7.07156305094841,19.609849549645986,92.9380714919352,24.225969447867172,5.111072204972506,97.63519625365939,0.7893792351396178,65.8257661225534,1,68.2478831702081,16.51104404101475,77.35573419110708,3.2875994287509176,6.4369801103576245,9.471323764381625,31.45228123427133
52,181,3,Brick,Pitched,4,2.774387139155896,W,15.538300106696855,7.346360131523957,17.749705643874382,6.616711420799564,7.707108699465682,66.29406713078951,17.63508149933866,9.876836177942453,86.83459548007625,1.3272138155107187,35.046123851512675,0,69.99415184313318,29.565361268636288,81.79191019283107,5.415827494066542,7.7431269754222045,6.392068163380974,37.32597212732974
53,138,9,Concrete,Pitched,6,5.312649064992399,N,40.403765081949665,9.50062200910418,14.895013874362629,2.588239457245542,8.952784411822602,97.70211325390429,22.697848375647446,15.485684035081942,86.57695146370712,2.036046051432591,34.93135709809651,1,73.4584465030885,41.75373171471445,54.51432659774789,9.69489885458334,9.42712252723975,9.929138242170485,35.63925676459324
54,109,2,Wood,Flat,9,2.7510249086677088,W,48.684479291365236,8.32598041160147,14.248232962023282,4.832813207276175,8.610364567848471,56.09397508906918,25.730715257679826,14.471633893114658,78.1101735083496,0.21967498358602927,35.898104018996044,0,83.56625509575153,36.45441574645223,71.34085723923936,8.490141474051054,6.324393906250657,1.8065235159579038,37.675647055013485
55,63,9,Concrete,Flat,5,2.4969844696882793,N,16.820403916939327,6.828017486825884,15.300127587364884,2.19729946972875,10.249411702425292,50.91375348617531,29.598913245457375,28.740887573686578,93.4216089817483,1.5481701093285904,31.189450451784104,1,78.17689276638164,14.31168989462165,54.05060723949639,3.561492381041594,1.1085626604016068,2.1390592285608316,26.203055742477236
56,58,6,Brick,Pitched,6,6.556165816716768,S,17.220594413796796,4.262155547959447,9.836049717712243,9.558422372566266,15.505168375631666,95.20676762890953,18.02109463820028,25.416819984165134,98.46451033733132,2.0362675420151533,32.86926951259633,1,89.80579239311282,29.503264135868644,84.90296077190578,4.270358876482879,1.3086251047948814,8.439776233421345,37.04108559895445
57,139,6,Concrete,Solar Integrated,9,5.707762521236062,W,26.28037097649072,6.21018560459688,17.609242960983494,3.376092066412815,7.224174946764375,53.43243330739361,15.1431502960084,13.986689588446918,91.00327201356477,0.4766014528893452,56.39479467316156,0,68.54269201344769,37.905855311189,70.30546890625389,5.180610254536696,7.321045906916757,8.782803060434643,37.273177349532304
58,102,5,Wood,Flat,5,7.030864311498475,W,49.272814078494704,6.926121243538323,4.865293027585732,13.349252122386309,22.363385906530084,99.59445979737458,16.129521503977045,18.7323145149864,84.87746935026837,0.1360541007533591,47.26337316470037,1,60.426891513953365,31.195811862157647,82.3186275704303,9.810366823152913,3.5117662253615514,5.0091281953384055,33.54057007471815
59,179,9,Concrete,Solar Integrated,3,9.366452896797902,S,17.103152562191198,9.047731065145072,3.420341904006446,8.800859269063148,10.947230626169446,97.5698430989553,20.63778697772969,7.866773118750057,84.27171583285347,0.8505119083394993,60.54412268352054,1,91.0622988714088,25.66702386142196,64.72342550664857,2.551514215021441,6.214417546131538,7.426640585281015,31.67797403692478
60,133,9,Brick,Pitched,4,5.790341920051361,S,23.313735933541874,6.369333635749654,6.424666822251719,11.09596881776321,8.250759749374158,56.85104550181603,27.30816971618981,31.94439334460302,93.9787960633465,1.5115448961510356,69.70390874326641,0,92.8659733552029,34.876576851355125,55.00312907265302,4.2173479314269455,2.8204946298160207,8.808015587009846,32.599228495870975
61,141,9,Wood,Pitched,5,6.228388479365179,S,45.116600703057806,9.283722708745696,11.09997053872487,7.341142193926454,18.512426191964867,76.87923128462829,15.107131226523675,33.06274473345603,81.64815063085193,0.4318796161713945,56.36138724396005,1,62.37920652433558,48.74554661201102,51.65997217542846,7.564834845844435,3.4322398755554273,1.388150093969458,34.100021153978616
62,160,8,Brick,Flat,7,1.806637052394479,W,5.131446467961291,7.720442853164283,10.700674112777424,9.287537517013632,5.761726011986386,59.24601487335722,21.850958893287604,34.39410606142815,92.15439544995291,1.1226936903339653,32.01822282480495,0,84.43630088633586,13.79631639064312,61.26038483089502,9.67549360842049,5.541769503532677,6.165553806939327,28.083090695267547
63,237,3,Wood,Pitched,8,7.458722073177666,E,6.78946842448563,3.9589934413756995,16.591376395855146,14.254569300566196,17.399371297483285,71.40775865150599,19.93845923012092,31.05658492357513,80.35541020696982,1.4255715936982671,34.18251459017366,1,75.12827135492311,25.60064242990243,59.76934801456314,2.4010769148781392,9.78012517020474,8.681325998738405,32.421189780587646
64,248,2,Wood,Flat,2,4.599146861237406,E,32.18322546820487,9.96486958527565,8.68680447167633,3.07554251510772,18.963968613529996,53.071256462991634,15.787225651495914,10.218826630886767,62.497770998956966,1.5373194274175612,65.24016339258831,0,91.75582620778067,26.264234121843828,72.41407896079848,3.046419587749112,6.546434402882724,4.583394501262974,34.58431642440272
65,221,5,Concrete,Pitched,7,9.79052714796321,E,45.832107412078116,6.690628625277388,10.202544099538665,5.30119103500805,9.298330627734384,61.196229389829476,21.75354430008926,6.385894496048865,75.3578803561662,0.7585881304009003,51.09983778233046,1,94.97658216785914,33.07869241873484,50.869553522548294,3.0312520695138723,9.425332940617208,3.7214524550118417,33.5207520549472
66,57,9,Concrete,Pitched,7,8.408566140360943,W,15.748549718086744,5.743008074863552,1.253985981928517,12.139848249837076,5.839281468872686,68.16363981994498,18.821230610050783,22.38790182238022,77.77763830685996,1.0600711263670992,62.9934863758296,0,94.04015067188996,16.086984075276717,70.82282177196694,1.1883882654286615,9.634418689482528,8.161360165853537,30.572355578447613
67,224,9,Brick,Flat,8,5.702329364645065,S,26.133879860631904,7.613796351286686,8.785045492415843,3.283583689474656,12.272907178388992,71.93237501230274,20.278272515205096,32.37815080649331,65.66468979946468,1.9680141497621408,64.26449344899704,0,91.08816989403408,17.06572119481878,65.67086968048012,6.437040624828546,2.8729899677845667,4.0220792515255255,29.69431437598515
68,84,4,Concrete,Flat,2,2.1090038875494943,W,25.27093857460182,3.7622531978672735,13.3077104260565,2.983594350753441,6.9718846048387295,98.87481291044466,25.584229571764396,10.320540849792286,64.09985316756851,2.358915265889645,67.10698165998076,1,70.76208914968652,21.414455439914185,73.08489079657768,7.036327667313044,3.8007424222205,1.028568683660529,31.539214275913842
69,130,5,Concrete,Flat,7,8.734742139525302,S,26.283710574297956,7.45577052727348,1.2946582819052515,6.700038183802501,7.329556993466742,90.39328228419906,22.823264758664507,5.211287438724256,81.41859798627817,2.168512794683817,67.99316821945463,1,92.47558574273268,48.234801730740784,78.09670112601458,6.4227330111272805,7.9299305309683366,9.63615328866159,41.182257081273136
70,213,9,Wood,Pitched,5,8.198029858816195,W,33.01338630783853,6.487652003494911,6.336757338538631,3.19818346014162,10.085224628897292,86.87049721559731,16.8697114348922,29.16488138096733,63.40574546224329,1.4542804041602366,52.19303186013225,0,81.33913903625171,39.3643432492361,75.36367780319355,1.641906904715329,8.800876020622095,6.329109127159167,38.043479110866855
71,99,5,Concrete,Pitched,5,2.661266165833297,W,26.13846933458077,5.8467184899900815,4.951170826498409,9.606019748680641,10.909358492535187,76.85206573709871,29.421218106354587,7.30387052860202,72.11780671560336,1.0847027270654717,43.64080689024135,1,62.11026459328363,36.46773206766013,89.38577477493465,1.6230711317106854,5.6730406977057495,8.37566126839064,37.15334333945417
72,153,3,Wood,Solar Integrated,5,3.6575046029827907,S,25.1360663595106,9.671140148252295,1.7977231492821764,4.941578260615797,15.599406820428412,91.99988803021716,24.538661485646074,17.411180957300914,89.78387903852304,0.8990958744914037,68.47459497391995,0,78.27755399592996,42.67830749577049,55.53061375507484,2.8934789904471163,9.939034605524943,8.42771406108443,34.08472195030053
73,181,4,Wood,Flat,2,8.140665323330536,E,26.342978919406722,6.657778017124373,10.105941708376212,13.64407352159184,18.56783771006026,66.96614178278556,26.488026384937974,25.36662011566355,98.57728718271923,0.3998957586016434,51.89625624004901,1,97.68631668119974,15.103058756667718,67.18948035719114,3.6126506412902315,1.1041497887974323,1.5976937833545954,29.979463665993247
74,51,5,Wood,Pitched,7,2.667056018926687,S,31.589034857196868,4.533822356289569,4.452742571334974,12.185501050988337,16.855418817403695,85.4449556386658,16.18819725012556,12.103927563685403,88.71482322207714,0.3557229933186712,32.570108918184445,1,95.51437398942211,44.37331278895007,66.99322946573244,8.078892903190425,3.6963339002669406,2.5377417944781833,37.891892423094106
75,183,2,Brick,Pitched,9,9.259772402542396,N,29.165336975811126,6.212744355641091,15.118549252996223,11.09616767929319,7.967206745790336,99.6891987689086,15.705875691900284,7.518876903401801,99.70502193811481,1.7520582997927785,55.7110620023946,0,64.09057123988464,33.79330855550016,66.68212814811682,2.43451239174029,6.608455783701219,3.8000861268368267,34.22887632760137
