User ID,Location,Age,Household Size,Monthly Consumption (kWh),Peak Consumption (kWh),Avg Consumption (kWh),Consumption by Time of Day (Morning),Consumption by Time of Day (Evening),Marketing Interaction,Pricing Plan,Incentive Participation,Engagement Rate,Energy Usage Reduction (%)
User_95,Loc_1,66,1,446,26,14.866666666666667,10,17,True,Dynamic Pricing,False,0.5408270639715397,13.812454841626831
User_96,Loc_3,62,1,460,20,15.333333333333334,8,19,True,Flat Rate,True,0.8183606413952167,15.472706049398466
User_97,Loc_5,46,1,356,41,11.866666666666667,14,10,False,Dynamic Pricing,False,0.1716781950432169,13.01213046504207
User_98,Loc_2,47,1,171,19,5.7,7,13,True,Dynamic Pricing,False,0.8078314518266223,17.7937482514333
User_99,Loc_2,33,3,186,31,6.2,11,17,False,Dynamic Pricing,False,0.6928784276966522,8.808691413120922
User_100,Loc_1,57,4,361,26,12.033333333333333,14,15,True,Dynamic Pricing,False,0.5558708141989593,18.023552464347112
User_101,Loc_4,36,2,313,13,10.433333333333334,7,2,True,Flat Rate,False,0.6995278704025719,15.013380285633097
User_102,Loc_1,35,3,252,34,8.4,6,14,False,Flat Rate,True,0.4120177389516564,21.514294842033664
User_103,Loc_4,18,3,309,30,10.3,13,3,False,Dynamic Pricing,True,0.13839758596812457,19.279378201755673
User_104,Loc_2,31,2,160,46,5.333333333333333,12,4,False,Dynamic Pricing,True,0.6657652402653673,11.85961464906373
User_105,Loc_1,68,2,367,47,12.233333333333333,8,16,True,Dynamic Pricing,False,0.5246723066856223,19.671945994775484
User_106,Loc_5,64,1,361,10,12.033333333333333,14,6,False,Flat Rate,True,0.6393748005427755,21.238954780666617
User_107,Loc_3,67,3,317,34,10.566666666666666,1,15,False,Flat Rate,False,0.33799878102849,0.8769370499325979
User_108,Loc_4,19,5,382,45,12.733333333333333,2,13,False,Flat Rate,False,0.9068665773398359,6.532438114960176
User_109,Loc_3,45,2,235,26,7.833333333333333,9,15,False,Flat Rate,True,0.5873698685755769,22.036528197107405
User_110,Loc_3,66,2,479,33,15.966666666666667,7,6,False,Dynamic Pricing,False,0.08540248429087383,1.126665555984796
User_111,Loc_1,67,4,461,11,15.366666666666667,13,8,True,Flat Rate,True,0.44980399070442867,11.520278986252105
User_112,Loc_3,47,5,192,49,6.4,5,3,False,Flat Rate,False,0.7563560547436343,9.000484790556051
User_113,Loc_5,55,5,208,24,6.933333333333334,9,10,False,Dynamic Pricing,False,0.7941345617322724,6.6538035938534
User_114,Loc_3,68,2,340,41,11.333333333333334,8,1,True,Dynamic Pricing,True,0.49459705276375876,16.520438958568405
User_115,Loc_1,21,1,454,48,15.133333333333333,9,11,False,Flat Rate,False,0.8947475708313011,5.253866197600104
User_116,Loc_5,18,4,241,15,8.033333333333333,3,11,False,Flat Rate,True,0.26766843719429756,13.65627773168166
User_117,Loc_2,25,5,390,10,13.0,7,3,False,Flat Rate,False,0.4105986972382666,13.782867139606754
User_118,Loc_3,46,2,336,32,11.2,9,17,False,Flat Rate,True,0.8985969105689701,19.692630035205372
User_119,Loc_1,56,5,439,48,14.633333333333333,2,6,False,Dynamic Pricing,False,0.8962567164715789,4.003084224987337
User_120,Loc_2,20,4,411,26,13.7,2,0,True,Dynamic Pricing,True,0.6857127688246809,18.577825932101923
User_121,Loc_2,49,4,276,43,9.2,7,12,True,Flat Rate,True,0.8589805471222202,18.973525033085625
User_122,Loc_4,27,3,240,38,8.0,4,5,True,Flat Rate,False,0.08877326695623267,1.444586965449557
User_123,Loc_5,27,2,288,18,9.6,2,5,False,Flat Rate,True,0.8649949762077763,12.076643388097525
User_124,Loc_3,36,4,148,22,4.933333333333334,9,11,True,Flat Rate,False,0.32061990655022676,1.4649120821478023
User_125,Loc_1,63,3,401,15,13.366666666666667,10,7,False,Flat Rate,False,0.17833151242821632,16.246346654282377
User_126,Loc_4,51,3,468,15,15.6,0,18,False,Dynamic Pricing,True,0.23936983634204634,23.7628180575849
User_127,Loc_5,50,5,289,29,9.633333333333333,14,4,False,Dynamic Pricing,True,0.4179685080138871,24.555375863513042
User_128,Loc_4,40,5,235,12,7.833333333333333,2,17,True,Dynamic Pricing,True,0.2511920046044672,24.69820008556085
User_129,Loc_5,45,3,142,26,4.733333333333333,11,4,True,Flat Rate,True,0.32056758601649904,20.423063698215433
User_130,Loc_5,49,5,479,21,15.966666666666667,8,9,True,Flat Rate,True,0.1349784860716421,16.0973545362188
User_131,Loc_3,67,4,452,10,15.066666666666666,4,0,False,Dynamic Pricing,False,0.2961767655589985,12.8455632701423
User_132,Loc_5,24,1,189,26,6.3,11,9,True,Dynamic Pricing,True,0.5722838145420012,10.104468124073703
User_133,Loc_4,46,4,394,12,13.133333333333333,9,4,False,Flat Rate,False,0.44185370809106395,12.429288453135692
User_134,Loc_5,25,3,440,35,14.666666666666666,14,11,True,Dynamic Pricing,True,0.34671876123591117,20.91367561346596
User_135,Loc_3,18,3,344,24,11.466666666666667,1,6,True,Flat Rate,True,0.746452128857114,19.986930233561736
User_136,Loc_3,20,4,291,45,9.7,6,8,False,Flat Rate,True,0.8935099713933179,17.69196378465474
User_137,Loc_4,41,5,417,41,13.9,14,11,False,Dynamic Pricing,False,0.756789222902397,5.5485346960195825
User_138,Loc_2,40,5,205,41,6.833333333333333,1,0,True,Dynamic Pricing,True,0.3320007021176792,24.926352696470495
User_139,Loc_2,25,3,462,13,15.4,3,10,True,Dynamic Pricing,False,0.7444421678375537,13.856023972598175
User_140,Loc_5,64,2,409,27,13.633333333333333,11,14,True,Flat Rate,False,0.1519801824740512,17.41935199725085
User_141,Loc_1,54,5,481,28,16.033333333333335,6,1,False,Flat Rate,False,0.13031798809129091,6.846681649219814
User_142,Loc_5,20,4,332,44,11.066666666666666,3,19,False,Dynamic Pricing,True,0.34562703703615894,29.86715231614565
User_143,Loc_4,68,5,364,49,12.133333333333333,6,6,True,Flat Rate,False,0.807702369044057,11.227116483786759
User_144,Loc_4,50,4,443,23,14.766666666666667,6,11,True,Flat Rate,True,0.24634824724230187,27.633225358613764
User_145,Loc_4,45,3,136,42,4.533333333333333,0,17,False,Flat Rate,False,0.06325340889867959,10.556242165912415
User_146,Loc_4,64,5,404,23,13.466666666666667,5,2,True,Dynamic Pricing,True,0.1317095352063551,15.95332825150917
User_147,Loc_4,25,4,140,43,4.666666666666667,8,6,False,Flat Rate,False,0.8587449685295802,11.557541628818182
User_148,Loc_3,51,3,116,13,3.8666666666666667,1,10,False,Dynamic Pricing,True,0.6337832847472876,21.423183354690813
User_149,Loc_2,52,2,443,33,14.766666666666667,13,17,False,Dynamic Pricing,True,0.25320116336997667,31.39314031091168
User_150,Loc_4,49,4,376,38,12.533333333333333,2,11,False,Flat Rate,True,0.5552958253281813,11.808521221029757
User_151,Loc_1,41,2,406,28,13.533333333333333,9,5,False,Dynamic Pricing,False,0.5275796224253504,1.0686920478203432
User_152,Loc_1,31,2,158,15,5.266666666666667,4,4,False,Flat Rate,False,0.6554359784406613,18.75100674814677
User_153,Loc_1,49,1,282,42,9.4,8,0,True,Dynamic Pricing,True,0.23318755442161632,23.679083000606248
User_154,Loc_1,63,5,140,49,4.666666666666667,3,11,False,Dynamic Pricing,False,0.8644029871943977,12.298060291338722
User_155,Loc_3,60,4,138,28,4.6,0,10,False,Flat Rate,False,0.30936856208001284,9.648472031894578
User_156,Loc_1,33,2,496,10,16.533333333333335,3,3,True,Dynamic Pricing,False,0.6941316539762369,1.8731490521494898
User_157,Loc_4,21,1,291,14,9.7,5,17,False,Dynamic Pricing,False,0.01612464637221489,15.36178756837333
User_158,Loc_5,69,3,366,36,12.2,4,3,True,Dynamic Pricing,False,0.37265712989414723,14.944492901771739
User_159,Loc_1,54,4,246,25,8.2,13,16,False,Flat Rate,False,0.3517098179588083,6.23406642985624
User_160,Loc_3,38,2,494,15,16.466666666666665,12,1,True,Flat Rate,False,0.5434844285830145,6.124784904568008
User_161,Loc_3,31,5,432,49,14.4,0,1,True,Dynamic Pricing,True,0.0727362617771965,23.63741328290113
User_162,Loc_1,48,1,226,22,7.533333333333333,3,11,False,Dynamic Pricing,True,0.7901313737261083,10.72733867922297
User_163,Loc_5,65,2,145,44,4.833333333333333,5,5,False,Dynamic Pricing,False,0.21778080176756853,17.622102967131315
User_164,Loc_1,35,5,144,28,4.8,12,9,False,Flat Rate,True,0.6770378148820102,12.771294547381864
User_165,Loc_3,24,2,100,21,3.3333333333333335,14,15,False,Flat Rate,True,0.8032121232440932,16.980394308116058
User_166,Loc_2,27,4,267,25,8.9,9,13,True,Dynamic Pricing,True,0.5618769562415131,28.909257222683124
User_167,Loc_4,24,4,207,19,6.9,9,6,True,Flat Rate,False,0.7408832067219855,13.56245003073293
User_168,Loc_3,50,4,118,34,3.933333333333333,13,18,True,Flat Rate,False,0.6618603122150055,8.288596249340731
User_169,Loc_1,40,1,431,29,14.366666666666667,3,16,False,Flat Rate,False,0.3555297971520076,13.790684178108304
User_170,Loc_4,38,4,171,40,5.7,14,8,True,Flat Rate,False,0.8088585390335653,6.879592726327404
User_171,Loc_1,36,5,208,13,6.933333333333334,13,12,False,Dynamic Pricing,False,0.294701369885528,5.545168326983722
User_172,Loc_1,65,2,367,32,12.233333333333333,8,4,False,Flat Rate,True,0.5712129177515172,34.212671857313865
User_173,Loc_2,36,3,339,11,11.3,4,4,True,Flat Rate,False,0.7453977391415395,15.015804623595754
User_174,Loc_4,53,5,400,31,13.333333333333334,7,9,False,Dynamic Pricing,True,0.3789559098125076,21.124186881274433
User_175,Loc_4,46,5,189,46,6.3,8,9,True,Dynamic Pricing,False,0.30276760761742505,7.105792864386375
User_176,Loc_2,35,4,202,17,6.733333333333333,9,6,False,Flat Rate,True,0.4593460101728227,8.609552706761699
User_177,Loc_3,19,1,349,16,11.633333333333333,4,14,True,Flat Rate,False,0.8179634943491536,0.6211375207031122
User_178,Loc_1,18,2,107,23,3.566666666666667,5,6,False,Dynamic Pricing,False,0.9299217631456648,11.083625108975976
User_179,Loc_5,64,1,252,12,8.4,0,14,True,Dynamic Pricing,False,0.5450834128598901,15.240654420781022
User_180,Loc_1,22,2,446,25,14.866666666666667,10,2,True,Dynamic Pricing,False,0.6614662053236519,10.747583808877101
User_181,Loc_1,37,2,273,28,9.1,11,18,False,Flat Rate,False,0.9032736222389142,16.81570143878229
User_182,Loc_3,28,1,442,27,14.733333333333333,14,9,False,Flat Rate,False,0.0985468514129424,0.6685306618644327
User_183,Loc_1,59,5,257,25,8.566666666666666,6,14,True,Dynamic Pricing,True,0.23207857786616504,15.230020179716
User_184,Loc_2,19,2,314,17,10.466666666666667,3,2,False,Flat Rate,False,0.7089000062515824,4.741407823483561
User_185,Loc_2,20,1,276,42,9.2,10,5,False,Dynamic Pricing,True,0.8237444619122997,18.211378373686372
User_186,Loc_4,40,2,274,21,9.133333333333333,1,11,False,Flat Rate,False,0.8570290283305779,1.4475278638824496
User_187,Loc_5,29,3,439,20,14.633333333333333,4,14,True,Dynamic Pricing,True,0.4151071768549326,32.534888413028845
User_188,Loc_1,37,5,437,14,14.566666666666666,11,5,True,Dynamic Pricing,True,0.08933990229186684,14.71942800448364
User_189,Loc_1,22,4,245,36,8.166666666666666,2,12,False,Flat Rate,True,0.4377814772996199,30.36121096780764
User_190,Loc_3,54,2,423,21,14.1,5,18,False,Flat Rate,True,0.23073459020705378,22.351360110954673
User_191,Loc_2,55,3,260,26,8.666666666666666,7,2,True,Flat Rate,True,0.29119645499662417,29.667652765887116
User_192,Loc_5,47,4,226,15,7.533333333333333,6,7,False,Flat Rate,True,0.7722675568375058,19.213675074092436
User_193,Loc_4,26,4,181,42,6.033333333333333,2,7,True,Flat Rate,False,0.07552708602588687,18.616657283516147
User_194,Loc_2,51,2,246,14,8.2,7,19,False,Flat Rate,True,0.8275812174807021,7.307642321731374
User_195,Loc_4,61,1,338,37,11.266666666666667,1,14,False,Dynamic Pricing,False,0.42766908582416907,14.964776123618002
User_196,Loc_3,52,2,183,23,6.1,9,3,False,Flat Rate,False,0.5960639311005951,18.061013062050307
User_197,Loc_3,69,3,212,14,7.066666666666666,8,18,True,Dynamic Pricing,True,0.089652231235679,15.038634742272233
User_198,Loc_1,39,4,324,42,10.8,3,2,True,Dynamic Pricing,True,0.33735907835727963,10.960627087118024
User_199,Loc_5,61,2,431,28,14.366666666666667,0,12,True,Flat Rate,False,0.08970091901484578,8.491452143719112
User_200,Loc_4,41,1,477,31,15.9,7,7,True,Dynamic Pricing,True,0.9615437228811096,27.23326203098107
User_201,Loc_2,34,2,342,14,11.4,6,15,False,Dynamic Pricing,True,0.8072616493262504,18.688772696083106
User_202,Loc_3,27,5,242,11,8.066666666666666,10,12,False,Flat Rate,True,0.4596327543564602,17.31002215387318
User_203,Loc_1,47,1,140,39,4.666666666666667,12,2,True,Flat Rate,True,0.2236025483236711,15.255851501643004
User_204,Loc_1,63,3,357,48,11.9,4,15,False,Flat Rate,True,0.9334551052498522,7.536489090366091
User_205,Loc_4,40,4,384,13,12.8,9,8,False,Dynamic Pricing,True,0.34459659572697177,25.744476516586865
User_206,Loc_3,49,2,204,42,6.8,12,13,True,Flat Rate,True,0.16098443168737475,10.610085728085854
User_207,Loc_5,34,1,301,22,10.033333333333333,4,12,False,Flat Rate,False,0.5631643884539549,12.67699637470648
User_208,Loc_3,67,5,406,29,13.533333333333333,6,6,False,Flat Rate,True,0.9437741203448161,27.203251531786037
User_209,Loc_4,68,1,430,16,14.333333333333334,4,14,True,Flat Rate,False,0.003830290500322575,4.17303826316862
User_210,Loc_4,34,5,365,24,12.166666666666666,7,6,False,Dynamic Pricing,False,0.23812484325399874,13.305456724738216
User_211,Loc_3,31,3,497,32,16.566666666666666,10,5,False,Flat Rate,False,0.9384476404104076,1.5739715341501892
User_212,Loc_4,26,4,309,23,10.3,12,1,False,Dynamic Pricing,False,0.17108596685716204,12.07510287675226
User_213,Loc_3,57,3,150,32,5.0,5,8,True,Flat Rate,True,0.11324345163981986,12.466224323890604
User_214,Loc_2,19,2,217,28,7.233333333333333,12,16,True,Dynamic Pricing,False,0.5701872157998045,14.71907121030356
User_215,Loc_3,62,1,300,38,10.0,4,4,False,Dynamic Pricing,False,0.8618438232948299,6.024625895878164
User_216,Loc_3,42,5,476,29,15.866666666666667,8,11,False,Dynamic Pricing,False,0.47710981769392613,9.267820176092926
User_217,Loc_4,56,5,138,38,4.6,10,0,False,Flat Rate,False,0.9945642566845248,11.988610840552434
User_218,Loc_4,26,1,127,33,4.233333333333333,1,9,True,Dynamic Pricing,False,0.6791716995379928,3.4254682133247916
User_219,Loc_1,39,1,358,27,11.933333333333334,0,10,True,Flat Rate,True,0.07407490721044774,20.87115023346169
User_220,Loc_1,60,2,183,19,6.1,7,15,True,Flat Rate,True,0.9928321316819754,12.288531718731196
User_221,Loc_2,63,3,254,17,8.466666666666667,11,13,False,Flat Rate,False,0.40789423678019043,13.24743719825507
User_222,Loc_1,21,5,216,35,7.2,2,7,False,Flat Rate,True,0.28740253384548253,14.26274296935507
User_223,Loc_3,43,2,101,38,3.3666666666666667,13,16,False,Flat Rate,True,0.5578791835778856,20.727179708156193
User_224,Loc_4,46,3,192,19,6.4,10,17,False,Dynamic Pricing,False,0.3043075918208643,2.563761456209235
User_225,Loc_1,62,2,265,26,8.833333333333334,11,11,False,Flat Rate,False,0.08645750712015232,8.507129925399672
User_226,Loc_1,51,5,486,11,16.2,11,16,True,Dynamic Pricing,False,0.0014283430791767193,4.944121474777536
User_227,Loc_2,40,1,499,15,16.633333333333333,11,13,False,Dynamic Pricing,True,0.4495833529202623,28.513679620082005
User_228,Loc_2,54,1,449,14,14.966666666666667,6,15,False,Dynamic Pricing,False,0.8368634222265923,5.240700090137491
User_229,Loc_3,28,3,395,37,13.166666666666666,9,13,False,Dynamic Pricing,True,0.5723151856300766,25.910009067129185
User_230,Loc_4,23,4,357,14,11.9,12,8,True,Dynamic Pricing,True,0.9992072989434408,24.93533265118223
User_231,Loc_2,35,3,180,27,6.0,10,3,False,Dynamic Pricing,True,0.28684664564719997,13.847585899063954
User_232,Loc_1,38,4,367,35,12.233333333333333,7,10,True,Dynamic Pricing,False,0.28045506476005533,12.276918900154485
User_233,Loc_4,59,2,334,29,11.133333333333333,14,5,True,Flat Rate,True,0.1597494602339442,13.468032923367243
User_234,Loc_4,53,2,420,36,14.0,12,14,True,Dynamic Pricing,False,0.16406358826533518,7.830741992032584
User_235,Loc_1,58,5,410,21,13.666666666666666,12,4,True,Flat Rate,False,0.2851865960100478,14.266434590025446
User_236,Loc_2,55,4,400,16,13.333333333333334,5,10,True,Dynamic Pricing,False,0.7928400452735271,13.188464936998326
